accession	n_samples	ici_any	ici_in_sample_metadata	models	llc_only	in_vivo	strategies	gds_summary_type	suppfile	pubmed	series_title	design
GSE140432	96	False	False	EGFR	False	True	RNA-Seq			31792060	CHUK/IKKalpha loss in lung epithelial cells enhances NSCLC growth associated with HIF up-regulation	Tumor RNA samples were sequenced in quadruplicate RNAseq was performed in Human and mouse WT and CHUK-Knockdown NSCLC tumors or tumor xenografts. For human tumor xenografts, three independent human Wt or CHUK-knockdown NSCLC lines (H1437, A549 and H1299), which differ either in their p53 or K-Ras functional status were obtained from the Sanger (UK) cell line database, which provides the status of 
GSE140654	29	False	False		False	False	RNA-Seq			36227993	Sentinel p16INK4a+ cells in the basement membrane form a reparative niche in the lung [RNA-Seq]	The INKBRITE animals we constructed by inserting a tandem cassette of H2B-GFP expressed in frame with the p16INK4A gene product in the murine Cdkn2a locus into a bacterial artificial chromosome (BAC). The expression of multiple copies of a stable fluorescent protein is driven by p16INK4A promoter. Whole adult murine lung tissue was dissociated to single cells stained with DAPI for live cells selec
GSE140657	30	False	False		False	False	RNA-Seq			36227993	Sentinel p16INK4a+ cells in the basement membrane form a reparative niche in the lung	Refer to individual Series
GSE141729	13	False	False		False	False	RNA-Seq			34544549	Transcriptome response of lung in response to vaccination of inactivated whole cells of A. baumannii	Rag1-/- mice were immunized intranasally with A. baumannii IWC and then challenged with a lethal dose of A. baumannii at day 7 after immunization. Lung samples were collected from control mice, mice immunized with IWC at day 2, day 7 after immunization with IWC, A. baumanni infected mice at 24 hours post infection and IWC immunized mice at 7 day after A. baumannii challenge at 24 hours post infect
GSE142175	15	False	False		False	False				32165633	Acid ceramidase of macrophages traps herpes simplex virus in multivesicular bodies and protects from severe disease	3 to 4 independent experiments were performed using different mice for isolation of macrophages and fibroblasts respectively.
GSE142772	19	False	False		False	True	RNA-Seq			31973890	p53 activates the long noncoding RNA Pvt1b to inhibit Myc and suppress tumorigenesis	RNA isolated from mouse lung adenocarcinoma (K-rasLA2-G12D/+; p53LSL/LSL; Rosa26-CreERT2+, KPR) cells previously infected with a sgRNA targeting the Pvt1 p53RE (gΔRE) or a control sgRNA (gCon) +/- tamoxifen treatment and +/- s4U feed was subjected to oxidative-nucleophilic-aromatic-substitution chemistry and sequenced. All sequencing for experimental samples was performed in duplicate per conditio
GSE143931	4	False	False		False	False				32187520	Expression data from mice lung CD45-negative cells during fibrosis development	Total RNA was isolated from mouse lung CD45-negative cells 10 days after PBS or BLM inoculation using an RNA isolation kit and subjected to microarray analysis
GSE144268	12	False	False		False	False	RNA-Seq			33563837	Gene signature profiles in lung tisses of wild type mice or Nrf2 deficient mice infected with my nontuberculous mycobacteria	12 strand-specific RNA libraries for high-throughput sequencing were prepared (3 from the lungs of the wild type mice treated with saline, 3 from the lungs of the Nrf2-/- mice treated with saline, 3 from the lungs of the wild type mice infected with M. avium for 2 months, and 3 from the lungs of the Nrf2-/- mice infected with M. avium for 2 months) using the Illumina Stranded mRNA Sample Preparati
GSE14449	16	False	False		False	True				19404390	Gene expression profiles of spontaneous metastasis in a K-ras/p53 mutant mouse model	Primary lung adenocarcinomas and metastases from p53R172H∆g/+ K-rasLA1/+ mice or syngeneic tumors were isolated, carefully dissected to remove the adjacent tissue, snap-frozen in liquid nitrogen and stored at -80° until use. Part of each dissected tumor was histologically evaluated by a board-certified pathologist. Synthesis of cRNA and hybridization to Mouse Expression Array 430A 2.0 chips were p
GSE144567	10	False	False	LLC	True	True	RNA-Seq			32547603	Skeletal muscle transcriptome profile in LLC mice model of cancer cachexia.	Eight-week-old healthy C57BL/10 male mice were inoculated subcutaneously with a total of 1.5 x106 LLC cells (7.5 x 105 cells in 0.1 mL PBS, in each flank). Ten mice (control group) were injected with equal volumes of 1X PBS. LCC and control mice were studied after 22 days after LLC cells inoculation when the LLC group had developed overt cachexia.
GSE14458	12	False	False	344SQ_line	False	True				19759262,27999749	Gene expression profiles of 344SQ lung adenocarcinoma cells with high metastatic potential (syngeneic mouse model)	Cell lines from p53R172H∆g/+ K-rasLA1/+ mice were derived from tumor tissues removed at autopsy from two different mice (#344 and #393). The tissues were minced, placed in culture, and passed serially in RPMI 1640 supplemented with 10% fetal bovine serum (FBS), which yielded mass populations of tumor cells derived from primary lung tumors (344P and 393P), mediastinal lymph nodes (344LN and 393LN),
GSE14459	28	False	False	344SQ_line	False	False				19404390,19759262,27999749	NSCLC metastasis: K-ras/p53 mutant and syngeneic mouse models	Refer to individual Series
GSE144713	18	False	False		False	False	RNA-Seq				Characterizing breast cancer lung metastatic lesions in host environments with or without NK cells by RNA-seq	RNA-seq on AT3 breast cancer lung metastatic lesions from Rag2-/-IL2rg-/- mice (with or without adoptive transfer of NK cells).
GSE145573	36	True	True		False	True	RNA-Seq			36322628	Altered expression profile of multiple tissues after immune checkpoint blockade treatment	Age and sex matched C57BL/6 wild-type mice bearing MC38 tumor were treated with high-dosage of anti-PD1 and anti-CTLA4 antibodies or IgG control. Major organs including kidney, lung, liver, heart and skeletal muscles and tumor tissues were collected and RNA was isolated. The mRNA expression profiling of mice with ICB or IgG treatment were measured using bulk RNAseq.
GSE145945	6	False	False	KP_kras_p53	False	False	RNA-Seq				Keap1 deficiency results in a genotype-specific dependency on Slc33a1	Keap1-mutant (n = 2), WT (n = 2), and WT plus sgSlc33a1 transduced (n = 2) samples were jointly analyzed to derive a murine signature of Slc33a1-mutant gene expression changes
GSE146972	201	False	False		False	True	OTHER,RNA-Seq			32413320	An engineered CRISPR/Cas9 mouse line for simultaneous readout of lineage histories and gene expression profiles in single cells	Analysis of CARLIN arrays sequenced from mouse embryonic stem cells and different mouse tissues in presence/absence of Doxycycline. Single-cell transcriptomic sequencing during developmental and adult hematopoiesis.
GSE147358	199	False	False	SCLC_GEMM	False	True	RNA-Seq				Fragmentation of Small-cell Lung Cancer Regulatory States in Heterotypic Microenvironments	10-cell samples from murine small-cell lung cancer spheroids and liver colonies from both immunocompromised and immuncompetent mice were captured by laser. mRNA was extracted and PCR amplified for RNA-sequencing. capture microdissection
GSE148194	4	False	False	KP_kras_p53	False	True	RNA-Seq			34233950	Downregulation of anti-inflammatory A20 promotes immune escape of lung adenocarcinomas	KRASG12D mutated, p53 and A20 deficient tumors were induced in mice via inhalation with a Cre recombinase expressing adenovirus. After 10 weeks, tumors were macroscopically dissected and RNA was processed for RNAseq analysis.
GSE148709	15	False	False		False	False	RNA-Seq			32527928	Interferons disrupt lung epithelial repair during recovery from respiratory infection [RN19197]	C57BL/6 (WT) or IFNLR deficient mice were infected or not with influenza, and at XXX time point, epithelial cells (MARKERS) were FACS sorted and lysed into RNA buffer, The indicated number of biological repeats was performed.
GSE148712	60	False	False		False	False	RNA-Seq			32527928	Interferons disrupt lung epithelial repair during recovery from respiratory infection	Refer to individual Series
GSE149175	15	False	False	SCLC_GEMM	False	False	RNA-Seq			34016693	MYC drives temporal evolution of small cell lung cancer subtypes by reprogramming neuroendocrine fate [Bulk RNA-seq of RPM and RPR2 tumors]	Bulk RNA-sequencing on 10 invasive tumors from the RPM GEMM and 5 invasive tumors from the RPR2 GEMM all infected by CGRP-Cre to study heterogeneity within RPM tumors and gene expression across models.
GSE149178	8	False	False	SCLC_GEMM	False	False	RNA-Seq			34016693	MYC drives temporal evolution of small cell lung cancer subtypes by reprogramming neuroendocrine fate [Bulk RNA-seq of RPM time-series cells]	We performed bulk RNA-sequencing of eight time points, days 3, 5, 7, 10, 12, 14, 19, and 21 during the RPM transition spanning 21 days in tissue culture. Day 0 is the first day mouse lung is digested and cells are placed in tissue culture.
GSE149179	11	False	False	SCLC_GEMM	False	False	RNA-Seq			34016693	MYC drives temporal evolution of small cell lung cancer subtypes by reprogramming neuroendocrine fate [Single Cell RNA seq on RPM time-series cells and 4 RPM bulk tumors]	Live RPM time-series transition cells underwent library preparation directly from cell culture at days 4 (n = 2 of the same sample), 7, 11, 14, 17, and 21 post-digestion for a total of 6 distinct transition timepoints. Additionally, we performed single-cell RNA sequencing of 4 bulk RPM tumors.
GSE149180	38	False	False	SCLC_GEMM	False	False	OTHER,RNA-Seq			32473656,34016693	MYC drives temporal evolution of small cell lung cancer subtypes by reprogramming neuroendocrine fate [SuperSeries]	Refer to individual Series
GSE149425	12	True	False		False	False				32610128	The PD-1 pathway regulates development and function of memory CD8+ T cells following respiratory viral infection	Wildtype and PD-L1/L2 double knockout mice were infected with X31-GP33 influenza intranasally. 8 days later, influenza-specific (immunodominant NP366-374 tetramer positive and subdominant GP33-41 or PA224-233 tetramer positive) CD8+ T cells were sorted from the lungs of infected animals.
GSE149634	7	False	False		False	True	RNA-Seq			35122040	Single cell mapping of breast tumor stroma reveals dynamically evolving compositions of cancer-associated fibroblasts along tumor progression (bulk RNA-seq dataset)	BALB/c female mice were orthotopically injected with 4T1-luc cells into the mammary pat pad. Tumors were harvested two weeks or four weeks following the injection. Mammary tissue was harvested from naïve mice (normal mammary fat pad), and lung metastases were harvested five weeks after the injection. The tissues were then dissociated and single-cell sorted for MARS-sequencing, using the follwing g
GSE149635	50	False	False		False	True	RNA-Seq			35122040	Single cell mapping of breast tumor stroma reveals dynamically evolving compositions of cancer-associated fibroblasts along tumor progression (scRNA-seq dataset)	BALB/c female mice were orthotopically injected with 4T1-luc cells into the mammary pat pad. Tumors were harvested two weeks or four weeks following the injection. Mammary tissue was harvested from naïve mice (normal mammary fat pad), and lung metastases were harvested five weeks after the injection. The tissues were then dissociated and single-cell sorted for MARS-sequencing, using the follwing g
GSE149636	57	False	False		False	True	RNA-Seq			35122040	Single cell mapping of breast tumor stroma reveals dynamically evolving compositions of cancer-associated fibroblasts along tumor progression	Refer to individual Series
GSE149815	35	True	False	SCLC_GEMM	False	True	RNA-Seq			33045063	SHP2 Inhibition Abrogates Adaptive Resistance to KRAS-G12C-Inhibition and Remodels the Tumor Microenvironment of KRAS-Mutant Tumors	Trascriptomic analysis of tumors or cell line after treatment with Vehicle, SHP099, ARS1620 or SHP099+ARS1620
GSE149909	2	False	False		False	False	RNA-Seq			32891189	Single cell transcriptional profiling of murine lung epithelial cells after expression of oncogenic KRAS	Alveolar type 2 (AT2) cells were sorted using FACS (CD31-/CD45-/EPCAM+/SCA1-) from lungs of mixed and pooled male and female uninduced KRAS-LSL-G12D;LSL-YFP (KY) mice. AT2 cells were then infected with Cre expressing or empty (control) adenovirus and plated in 3D organoid co-culture. Seven days after plating, multiple wells (&gt;10) were pooled, single cell suspensions were made from the organoid 
GSE149939	1	False	False		False	False	RNA-Seq				Single-cell RNAseq of the mouse lung	Adult mouse lung epithelial and mesenchymal cells were sorted based on EpCAM+ and EpCAM-/CD45-/CD31-, respectively. Dead cells were excluded using DAPI negative selection. The sequencing sample were mixed with half epithelial cells and half mesenchymal cells.
GSE150190	33	False	False		False	True				33398010	Gene expression profile of OT-I CD8+ T cell subtypes	OT-I naïve T cells, activated OT-I cells, central meory T cells, effector memory T cells were sorted out from mice at different timepoints post 1.8X10-6 MVA infection via indicated infection routes OT-I cells from 15-20 mice were pooled together for each microarray dataset By comparing the gene expression profile among different T cell subtypes, we aimed to identify core regulatory genes different
GSE150425	22	False	False	KP_kras_p53	False	False	RNA-Seq			32891189	Bulk transcriptional profiling of murine lung epithelial cells after expression of oncogenic KRAS	Alveolar type 2 (AT2) cells were sorted using FACS (CD31-/CD45-/EPCAM+/SCA1-) from lungs of mixed and pooled male and female uninduced KRAS-LSL-G12D;LSL-YFP (KY) or KRAS-LSL-G12D; p53FL/FL; LSL-YFP (KPY) mice. AT2 cells were then not induced (NI control), or infected with Cre expressing (CRE), or empty (EMP control) adenovirus and plated in 3D organoid co-culture. Seven days after plating, multipl
