contrast	set	query_symbol	matrix_symbol	log2fc
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IL4R	IL4R	0.6677
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PNPT1	PNPT1	-0.3138
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	BTG1	BTG1	-0.4736
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	CASP8	CASP8	0.0508
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IFI30	IFI30	-0.7321
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	CASP7	CASP7	0.3370
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IL15RA	IL15RA	0.1579
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TRAFD1	TRAFD1	0.0395
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	HLA-DRB1	HLA-DRB1	0.2849
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	MT2A	MT2A	-0.1986
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	RIPK1	RIPK1	0.1022
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PSMB2	PSMB2	-0.1722
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TDRD7	TDRD7	0.0286
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	HIF1A	HIF1A	-0.3452
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	EIF4E3	EIF4E3	-0.0368
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	VAMP8	VAMP8	0.1617
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PFKP	PFKP	-0.1748
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	ZBP1	IGF2BP1	-0.2722
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	BANK1	BANK1	0.7781
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TOR1B	TOR1B	-0.0536
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	RBCK1	RBCK1	0.0833
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	MVP	MVP	1.4658
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	BPGM	BPGM	0.2775
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	CMTR1	CMTR1	0.2243
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	AUTS2	AUTS2	-0.1330
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	B2M	B2M	-0.0127
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	RIPK2	RIPK2	0.0423
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	MYD88	MYD88	0.1233
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PSMA2	PSMA2	0.2722
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PIM1	PIM1	0.0507
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	NOD1	NOD1	0.5533
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	CFH	CFH	-0.6581
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TAPBP	TAPBP	0.4539
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	SLC25A28	SLC25A28	0.4856
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	PTPN1	PTPN1	-0.1942
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	TNFAIP3	TNFAIP3	0.1320
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	SSPN	SSPN	1.2313
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	NUP93	NUP93	-0.4624
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	MTHFD2	MTHFD2	-0.1399
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	CDKN1A	CDKN1A	-0.8357
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	NFKB1	NFKB1	0.0323
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	HLA-B	HLA-B	0.1488
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	LATS2	LATS2	0.1658
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IRF5	IRF5	0.5910
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	ISOC1	ISOC1	-0.1718
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	STAT3	STAT3	-0.0343
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	NCOA3	NCOA3	0.0223
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	HLA-A	HLA-A	-0.2637
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IFNAR2	IFNAR2	0.1352
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	RAPGEF6	RAPGEF6	0.2868
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	CASP4	CASP4	0.4727
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	FAS	FAS	-0.5056
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	OGFR	OGFR	0.2090
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	ARL4A	ARL4A	0.5262
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	SRI	SRI	0.5683
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	LYSMD2	LYSMD2	-0.6256
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	ST3GAL5	ST3GAL5	-0.7112
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	CASP3	CASP3	0.0196
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	NFKBIA	NFKBIA	0.3137
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	METTL7B	TMT1B	-0.6083
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	ST8SIA4	ST8SIA4	-0.2438
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	VAMP5	VAMP5	0.2217
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	IL18BP	IL18BP	0.3580
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	ZNFX1	ZNFX1	0.1089
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	ARID5B	ARID5B	0.3929
GSE207704_salmon_T47D_WT_over_KO	Hallmark_IFN_gamma	APOL6	APOL6	-0.0603
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	ABRAXAS1	ABRAXAS1	0.1394
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	ARTN	NBN	0.0554
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	ATM	ATM	-0.1512
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	BABAM1	BABAM1	0.0057
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	BABAM2	BABAM2	-0.2777
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	BARD1	BARD1	-0.0243
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	BRCA1	BRCA1	0.2203
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	BRCC3	BRCC3	-0.0301
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	DCLRE1C	DCLRE1C	-0.0280
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	H2AX	H2AX	0.1061
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	HERC2	HERC2	-0.3701
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	KAT5	KAT5	0.0943
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	LIG4	LIG4	-0.2092
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	LRIF1	LRIF1	-0.2741
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	MDC1	MDC1	-0.0755
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	MRE11	MRE11	-0.0152
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	NHEJ1	NHEJ1	-0.0031
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	NSD2	NSD2	-0.0203
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	PAXIP1	PAXIP1	0.4430
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	PIAS4	PIAS4	-0.1237
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	POLL	POLL	0.4493
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	POLM	POLM	0.3758
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	PRKDC	PRKDC	-0.2839
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	RAD50	RAD50	0.0882
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	RNF168	RNF168	-0.0232
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	RNF8	RNF8	-0.1006
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	TDP1	TDP1	-0.0593
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	TDP2	TDP2	-0.1720
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	TP53BP1	TP53BP1	-0.2245
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	UBE2N	UBE2N	-0.0912
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	UBE2V2	UBE2V2	-0.2194
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	UIMC1	UIMC1	0.0202
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	XRCC4	XRCC4	0.0748
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	XRCC5	XRCC5	-0.1911
GSE207704_salmon_T47D_WT_over_KO	Reactome_NHEJ_no_histone	XRCC6	XRCC6	0.1707
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	ABCE1	ABCE1	-0.2280
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	ADAR	ADAR	0.0645
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	BST2	BST2	4.6659
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	EGR1	ZNF225	-1.2232
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	GBP2	GBP2	0.2674
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	HLA-A	HLA-A	-0.2637
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	HLA-B	HLA-B	0.1488
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	HLA-C	HLA-C	0.4113
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	HLA-E	HLA-E	0.3099
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	HLA-F	HLA-F	-1.0108
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	HOXC13	HOXC13	0.0633
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFI35	IFI35	2.3645
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFI6	IFI6	1.3233
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFIT1	IFIT1	0.2084
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFIT3	IFIT3	0.0581
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFIT5	IFIT5	0.0748
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFITM1	IFITM1	-0.2881
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFITM2	IFITM2	-0.6854
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFITM3	IFITM3	-0.1765
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFNAR1	IFNAR1	-0.2501
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFNAR2	IFNAR2	0.1352
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IP6K2	IP6K2	-0.0399
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF1	IRF1	0.4423
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF2	IRF2	0.1580
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF3	IRF3	0.0382
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF5	IRF5	0.5910
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF6	IRF6	-0.2994
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF7	IRF7	-0.3283
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF9	IRF9	0.4375
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	ISG15	ISG15	1.9241
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	ISG20	ISG20	0.7563
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	JAK1	JAK1	-0.0143
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	KPNA1	KPNA1	-0.1841
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	KPNB1	KPNB1	-0.1733
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	OAS1	OAS1	0.3989
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	OAS2	OAS2	0.4063
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	OAS3	OAS3	0.8158
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	OASL	OASL	0.0890
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	PTPN1	PTPN1	-0.1942
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	PTPN11	PTPN11	-0.1406
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	PTPN6	PTPN6	0.1060
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	RNASEL	RNASEL	0.1581
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	RSAD2	RSAD2	0.0163
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	SAMHD1	SAMHD1	-0.1134
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	SOCS3	SOCS3	-0.0305
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	STAT1	STAT1	-0.0827
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	STAT2	STAT2	-0.0439
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	TYK2	TYK2	0.0285
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	USP18	USP18	0.3858
GSE207704_salmon_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	XAF1	XAF1	0.6353
GSE22493_parental_over_siRNA	KEGG_NHEJ	DCLRE1C	DCLRE1C	2.3134
GSE22493_parental_over_siRNA	KEGG_NHEJ	FEN1	FEN1	-0.4817
GSE22493_parental_over_siRNA	KEGG_NHEJ	LIG4	LIG4	-0.6043
GSE22493_parental_over_siRNA	KEGG_NHEJ	MRE11	MRE11A	-0.0473
GSE22493_parental_over_siRNA	KEGG_NHEJ	POLL	POLL	-0.5972
GSE22493_parental_over_siRNA	KEGG_NHEJ	POLM	POLM	0.4840
GSE22493_parental_over_siRNA	KEGG_NHEJ	PRKDC	PRKDC	-0.3594
GSE22493_parental_over_siRNA	KEGG_NHEJ	RAD50	RAD50	-0.6412
GSE22493_parental_over_siRNA	KEGG_NHEJ	XRCC4	XRCC4	0.0624
GSE22493_parental_over_siRNA	KEGG_NHEJ	XRCC5	XRCC5	0.5329
GSE22493_parental_over_siRNA	KEGG_NHEJ	XRCC6	G22P1	1.0743
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	MX1	MX1	-0.3584
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	ISG15	G1P2	-0.4832
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	OAS1	OAS1	-0.2275
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IFIT3	IFIT3	0.0135
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IFI44	IFI44	1.6793
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IFI35	IFI35	0.8767
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IRF7	IRF7	-0.2729
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IFI44L	C1orf29	0.4513
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IFI27	IFI27	0.7079
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	OASL	OASL	0.7058
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	EIF2AK2	PRKR	-0.1358
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IFIT2	IFIT2	0.3876
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	CXCL10	CXCL10	-3.0254
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	TAP1	TAP1	0.3403
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	SP110	SP110	0.5361
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	UBE2L6	UBE2L6	-0.3035
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	USP18	USP18	-0.6321
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	PSMB8	PSMB8	-0.4173
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IFIH1	IFIH1	0.9291
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	BST2	BST2	0.2318
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	LGALS3BP	LGALS3BP	-0.2403
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	ADAR	ADAR	0.0137
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	ISG20	ISG20	0.5501
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	GBP2	GBP2	0.4535
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IRF1	IRF1	0.2427
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	PSMB9	PSMB9	-1.8999
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	HERC6	HERC6	-0.1022
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	SAMD9	SAMD9	-0.0031
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	STAT2	STAT2	0.4742
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	LY6E	LY6E	0.1031
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IFITM2	IFITM2	-1.0762
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	HELZ2	PRIC285	0.8343
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	CXCL11	CXCL11	-0.3254
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	TRIM21	SSA1	-0.6457
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	PARP14	PARP14	-0.0791
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	TRIM26	TRIM26	-0.9930
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	PARP12	ZC3HDC1	0.3018
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	NMI	NMI	0.0571
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	RNF31	RNF31	-0.6052
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	CASP1	CASP1	-1.9050
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	TRIM14	TRIM14	0.6635
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	TDRD7	TDRD7	0.0669
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	DHX58	LGP2	0.8875
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	PARP9	PARP9	-0.0500
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	PNPT1	PNPT1	-0.0306
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	TRIM25	TRIM25	0.6063
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	PSME1	PSME1	0.8122
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	WARS1	WARS	-1.5660
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	EPSTI1	EPSTI1	0.9364
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	PSME2	PSME2	-0.3599
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	B2M	B2M	1.1704
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	TRIM5	TRIM5	0.8792
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	LAP3	LAP3	-0.0927
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	LAMP3	LAMP3	-0.3595
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	GBP4	GBP4	0.1574
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	NCOA7	NCOA7	-0.1452
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	CD74	CD74	-0.7302
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	GMPR	GMPR	0.4495
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	PSMA3	PSMA3	-0.0226
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	PROCR	PROCR	-0.1299
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IL7	IL7	2.2108
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IFI30	IFI30	-0.3606
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IRF2	IRF2	-0.5204
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IL15	IL15	-0.4336
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	CNP	CNP	-1.2875
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	IL4R	IL4R	0.0845
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	CMTR1	KIAA0082	-0.3365
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	CD47	CD47	0.5672
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	LPAR6	P2RY5	-0.6563
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	MOV10	MOV10	1.5979
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	CASP8	CASP8	-0.5575
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	TXNIP	TXNIP	0.2379
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	SLC25A28	SLC25A28	-0.4659
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	SELL	SELL	-0.4235
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	TRAFD1	FLN29	-0.0171
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	RIPK2	RIPK2	-0.6318
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	CCRL2	CCRL2	-0.1515
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	NUB1	NYREN18	-0.1803
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	OGFR	OGFR	0.7490
GSE22493_parental_over_siRNA	Hallmark_IFN_alpha	ELF1	ELF1	0.7570
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	STAT1	STAT1	-0.2228
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	ISG15	G1P2	-0.4832
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IFIT1	IFIT1	2.0257
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	MX1	MX1	-0.3584
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IFIT3	IFIT3	0.0135
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IFI35	IFI35	0.8767
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IRF7	IRF7	-0.2729
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IFIT2	IFIT2	0.3876
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	OAS2	OAS2	-0.8787
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TAP1	TAP1	0.3403
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	EIF2AK2	PRKR	-0.1358
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IRF1	IRF1	0.2427
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	OAS3	OAS3	-0.4811
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TNFSF10	TNFSF10	0.4064
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CXCL10	CXCL10	-3.0254
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IFI44	IFI44	1.6793
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	BST2	BST2	0.2318
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	XAF1	HSXIAPAF1	-0.4436
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SP110	SP110	0.5361
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	OASL	OASL	0.7058
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PSMB8	PSMB8	-0.4173
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IFI44L	C1orf29	0.4513
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	LGALS3BP	LGALS3BP	-0.2403
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	GBP4	GBP4	0.1574
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IRF8	ICSBP1	0.3788
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PSMB9	PSMB9	-1.8999
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PML	PML	0.0650
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IFIH1	IFIH1	0.9291
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	UBE2L6	UBE2L6	-0.3035
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IFI27	IFI27	0.7079
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	ADAR	ADAR	0.0137
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	LY6E	LY6E	0.1031
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	STAT2	STAT2	0.4742
