cohort	split	interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	direction	partner	prob_high	prob_low	pval_high	pval_low	sig_high	sig_low	delta_prob	ligand_class	sig_either	sig_diff
GSE253013	GSE253013	CCL27_CCR2	CCL	Secreted Signaling	CCL27	CCR2	CCL27	CCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL5_CCR3	CCL	Secreted Signaling	CCL5	CCR3	CCL5	CCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CCL7_CCR3	CCL	Secreted Signaling	CCL7	CCR3	CCL7	CCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL11_CCR3	CCL	Secreted Signaling	CCL11	CCR3	CCL11	CCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL24_CCR3	CCL	Secreted Signaling	CCL24	CCR3	CCL24	CCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL26_CCR3	CCL	Secreted Signaling	CCL26	CCR3	CCL26	CCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL28_CCR3	CCL	Secreted Signaling	CCL28	CCR3	CCL28	CCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL27_CCR3	CCL	Secreted Signaling	CCL27	CCR3	CCL27	CCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL17_CCR4	CCL	Secreted Signaling	CCL17	CCR4	CCL17	CCR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL22_CCR4	CCL	Secreted Signaling	CCL22	CCR4	CCL22	CCR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL5_CCR4	CCL	Secreted Signaling	CCL5	CCR4	CCL5	CCR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CCL4_CCR5	CCL	Secreted Signaling	CCL4	CCR5	CCL4	CCR5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CCL5_CCR5	CCL	Secreted Signaling	CCL5	CCR5	CCL5	CCR5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CCL3_CCR5	CCL	Secreted Signaling	CCL3	CCR5	CCL3	CCR5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CCL20_CCR6	CCL	Secreted Signaling	CCL20	CCR6	CCL20	CCR6	outgoing	TNK	0.0026186100532050423	0.002329975463917329	0.37623762376237624	0.6336633663366337	False	False	0.00028863458928771353	other	False	False
GSE253013	GSE253013	CCL19_CCR7	CCL	Secreted Signaling	CCL19	CCR7	CCL19	CCR7	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL21_CCR7	CCL	Secreted Signaling	CCL21	CCR7	CCL21	CCR7	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL19_ACKR4	CCL	Secreted Signaling	CCL19	ACKR4	CCL19	ACKR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL21_ACKR4	CCL	Secreted Signaling	CCL21	ACKR4	CCL21	ACKR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL1_CCR8	CCL	Secreted Signaling	CCL1	CCR8	CCL1	CCR8	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL25_CCR9	CCL	Secreted Signaling	CCL25	CCR9	CCL25	CCR9	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL25_ACKR4	CCL	Secreted Signaling	CCL25	ACKR4	CCL25	ACKR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL28_CCR10	CCL	Secreted Signaling	CCL28	CCR10	CCL28	CCR10	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL27_CCR10	CCL	Secreted Signaling	CCL27	CCR10	CCL27	CCR10	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL1_ACKR4	CCL	Secreted Signaling	CCL1	ACKR4	CCL1	ACKR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL13_ACKR4	CCL	Secreted Signaling	CCL13	ACKR4	CCL13	ACKR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL8_ACKR4	CCL	Secreted Signaling	CCL8	ACKR4	CCL8	ACKR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL1_ACKR1	CCL	Secreted Signaling	CCL1	ACKR1	CCL1	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL2_ACKR1	CCL	Secreted Signaling	CCL2	ACKR1	CCL2	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL5_ACKR1	CCL	Secreted Signaling	CCL5	ACKR1	CCL5	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CCL8_ACKR1	CCL	Secreted Signaling	CCL8	ACKR1	CCL8	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL13_ACKR1	CCL	Secreted Signaling	CCL13	ACKR1	CCL13	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL14_ACKR1	CCL	Secreted Signaling	CCL14	ACKR1	CCL14	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL16_ACKR1	CCL	Secreted Signaling	CCL16	ACKR1	CCL16	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL18_ACKR1	CCL	Secreted Signaling	CCL18	ACKR1	CCL18	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL1_ACKR1	CXCL	Secreted Signaling	CXCL1	ACKR1	CXCL1	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL2_ACKR1	CXCL	Secreted Signaling	CXCL2	ACKR1	CXCL2	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL3_ACKR1	CXCL	Secreted Signaling	CXCL3	ACKR1	CXCL3	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL5_ACKR1	CXCL	Secreted Signaling	CXCL5	ACKR1	CXCL5	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL6_ACKR1	CXCL	Secreted Signaling	CXCL6	ACKR1	CXCL6	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL8_ACKR1	CXCL	Secreted Signaling	CXCL8	ACKR1	CXCL8	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL9_ACKR1	CXCL	Secreted Signaling	CXCL9	ACKR1	CXCL9	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CXCL10_ACKR1	CXCL	Secreted Signaling	CXCL10	ACKR1	CXCL10	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CXCL11_ACKR1	CXCL	Secreted Signaling	CXCL11	ACKR1	CXCL11	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CXCL13_ACKR1	CXCL	Secreted Signaling	CXCL13	ACKR1	CXCL13	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL2_ACKR2	CCL	Secreted Signaling	CCL2	ACKR2	CCL2	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL3_ACKR2	CCL	Secreted Signaling	CCL3	ACKR2	CCL3	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CCL3L1_ACKR2	CCL	Secreted Signaling	CCL3L1	ACKR2	CCL3L1	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL4_ACKR2	CCL	Secreted Signaling	CCL4	ACKR2	CCL4	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CCL5_ACKR2	CCL	Secreted Signaling	CCL5	ACKR2	CCL5	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CCL7_ACKR2	CCL	Secreted Signaling	CCL7	ACKR2	CCL7	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL8_ACKR2	CCL	Secreted Signaling	CCL8	ACKR2	CCL8	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL7_ACKR1	CCL	Secreted Signaling	CCL7	ACKR1	CCL7	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL11_ACKR1	CCL	Secreted Signaling	CCL11	ACKR1	CCL11	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL11_ACKR2	CCL	Secreted Signaling	CCL11	ACKR2	CCL11	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL13_ACKR2	CCL	Secreted Signaling	CCL13	ACKR2	CCL13	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL22_ACKR2	CCL	Secreted Signaling	CCL22	ACKR2	CCL22	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL24_ACKR2	CCL	Secreted Signaling	CCL24	ACKR2	CCL24	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL26_ACKR2	CCL	Secreted Signaling	CCL26	ACKR2	CCL26	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL17_ACKR1	CCL	Secreted Signaling	CCL17	ACKR1	CCL17	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL14_ACKR2	CCL	Secreted Signaling	CCL14	ACKR2	CCL14	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CCL17_ACKR2	CCL	Secreted Signaling	CCL17	ACKR2	CCL17	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL1_CXCR1	CXCL	Secreted Signaling	CXCL1	CXCR1	CXCL1	CXCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL2_CXCR1	CXCL	Secreted Signaling	CXCL2	CXCR1	CXCL2	CXCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL3_CXCR1	CXCL	Secreted Signaling	CXCL3	CXCR1	CXCL3	CXCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL5_CXCR1	CXCL	Secreted Signaling	CXCL5	CXCR1	CXCL5	CXCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL6_CXCR1	CXCL	Secreted Signaling	CXCL6	CXCR1	CXCL6	CXCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL8_CXCR1	CXCL	Secreted Signaling	CXCL8	CXCR1	CXCL8	CXCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL1_CXCR2	CXCL	Secreted Signaling	CXCL1	CXCR2	CXCL1	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL2_CXCR2	CXCL	Secreted Signaling	CXCL2	CXCR2	CXCL2	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL3_CXCR2	CXCL	Secreted Signaling	CXCL3	CXCR2	CXCL3	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL5_CXCR2	CXCL	Secreted Signaling	CXCL5	CXCR2	CXCL5	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL6_CXCR2	CXCL	Secreted Signaling	CXCL6	CXCR2	CXCL6	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL8_CXCR2	CXCL	Secreted Signaling	CXCL8	CXCR2	CXCL8	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PPBP_CXCR2	CXCL	Secreted Signaling	PPBP	CXCR2	PPBP	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PF4V1_CXCR3	CXCL	Secreted Signaling	PF4V1	CXCR3	PF4V1	CXCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL9_CXCR3	CXCL	Secreted Signaling	CXCL9	CXCR3	CXCL9	CXCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CXCL10_CXCR3	CXCL	Secreted Signaling	CXCL10	CXCR3	CXCL10	CXCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CXCL11_CXCR3	CXCL	Secreted Signaling	CXCL11	CXCR3	CXCL11	CXCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CXCL13_CXCR3	CXCL	Secreted Signaling	CXCL13	CXCR3	CXCL13	CXCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PF4_CXCR3	CXCL	Secreted Signaling	PF4	CXCR3	PF4	CXCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL12_CXCR4	CXCL	Secreted Signaling	CXCL12	CXCR4	CXCL12	CXCR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL11_ACKR3	CXCL	Secreted Signaling	CXCL11	ACKR3	CXCL11	ACKR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	CXCL12_ACKR3	CXCL	Secreted Signaling	CXCL12	ACKR3	CXCL12	ACKR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL13_CXCR5	CXCL	Secreted Signaling	CXCL13	CXCR5	CXCL13	CXCR5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CXCL16_CXCR6	CXCL	Secreted Signaling	CXCL16	CXCR6	CXCL16	CXCR6	outgoing	TNK	0.07050417371895078	0.0342484006455388	0.009900990099009901	1.0	True	False	0.036255773073411976	recruit	True	True
GSE253013	GSE253013	MIF_ACKR3	MIF	Secreted Signaling	MIF	ACKR3	MIF	ACKR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CX3CL1_CX3CR1	CX3C	Secreted Signaling	CX3CL1	CX3CR1	CX3CL1	CX3CR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	XCL1_XCR1	XCR	Secreted Signaling	XCL1	XCR1	XCL1	XCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	XCL2_XCR1	XCR	Secreted Signaling	XCL2	XCR1	XCL2	XCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	IL4_IL4R	IL4	Secreted Signaling	IL4	IL4R	IL4	IL4R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	IL13_IL13RA1	IL4	Secreted Signaling	IL13	IL13RA1	IL13	IL13RA1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	IL13_IL13RA2	IL4	Secreted Signaling	IL13	IL13RA2	IL13	IL13RA2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	IL1A_IL1R2	IL1	Secreted Signaling	IL1A	IL1R2	IL1A	IL1R2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	IL1B_IL1R2	IL1	Secreted Signaling	IL1B	IL1R2	IL1B	IL1R2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	IL17B_IL17RB	IL17	Secreted Signaling	IL17B	IL17RB	IL17B	IL17RB	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	IL34_CSF1R	CSF	Secreted Signaling	IL34	CSF1R	IL34	CSF1R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CSF1_CSF1R	CSF	Secreted Signaling	CSF1	CSF1R	CSF1	CSF1R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	IL16_CD4	IL16	Secreted Signaling	IL16	CD4	IL16	CD4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	EPO_EPOR	EPO	Secreted Signaling	EPO	EPOR	EPO	EPOR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GH1_GHR	GH	Secreted Signaling	GH1	GHR	GH1	GHR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PRL_PRLR	PRL	Secreted Signaling	PRL	PRLR	PRL	PRLR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	THPO_MPL	THPO	Secreted Signaling	THPO	MPL	THPO	MPL	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CSF3_CSF3R	CSF3	Secreted Signaling	CSF3	CSF3R	CSF3	CSF3R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNF_TNFRSF1A	TNF	Secreted Signaling	TNF	TNFRSF1A	TNF	TNFRSF1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	attack	False	False
GSE253013	GSE253013	TNF_TNFRSF1B	TNF	Secreted Signaling	TNF	TNFRSF1B	TNF	TNFRSF1B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	attack	False	False
GSE253013	GSE253013	LTA_TNFRSF1A	LT	Secreted Signaling	LTA	TNFRSF1A	LTA	TNFRSF1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	attack	False	False
GSE253013	GSE253013	LTA_TNFRSF1B	LT	Secreted Signaling	LTA	TNFRSF1B	LTA	TNFRSF1B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	attack	False	False
GSE253013	GSE253013	LTA_TNFRSF14	LT	Secreted Signaling	LTA	TNFRSF14	LTA	TNFRSF14	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	attack	False	False
GSE253013	GSE253013	TNFSF14_LTBR	LIGHT	Secreted Signaling	TNFSF14	LTBR	TNFSF14	LTBR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF14_TNFRSF14	LIGHT	Secreted Signaling	TNFSF14	TNFRSF14	TNFSF14	TNFRSF14	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	FASL_FAS	FASLG	Secreted Signaling	FASLG	FAS	FASLG	FAS	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	attack	False	False
GSE253013	GSE253013	TNFSF15_TNFRSF25	VEGI	Secreted Signaling	TNFSF15	TNFRSF25	TNFSF15	TNFRSF25	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF10_TNFRSF10B	TRAIL	Secreted Signaling	TNFSF10	TNFRSF10A	TNFSF10	TNFRSF10A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	attack	False	False
GSE253013	GSE253013	EDA_EDAR	EDA	Secreted Signaling	EDA	EDAR	EDA	EDAR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	EDA_EDA2R	EDA	Secreted Signaling	EDA	EDA2R	EDA	EDA2R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NGF_NGFR	NGF	Secreted Signaling	NGF	NGFR	NGF	NGFR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	KLK3_NGFR	NGF	Secreted Signaling	KLK3	NGFR	KLK3	NGFR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF11_TNFRSF11A	RANKL	Secreted Signaling	TNFSF11	TNFRSF11A	TNFSF11	TNFRSF11A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF11_TNFRSF11B	RANKL	Secreted Signaling	TNFSF11	TNFRSF11B	TNFSF11	TNFRSF11B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF12_TNFRSF12A	TWEAK	Secreted Signaling	TNFSF12	TNFRSF12A	TNFSF12	TNFRSF12A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CD70_CD27	CD70	Secreted Signaling	CD70	CD27	CD70	CD27	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF8_TNFRSF8	CD30	Secreted Signaling	TNFSF8	TNFRSF8	TNFSF8	TNFRSF8	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF9_TNFRSF9	CD137	Secreted Signaling	TNFSF9	TNFRSF9	TNFSF9	TNFRSF9	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF4_TNFRSF4	OX40	Secreted Signaling	TNFSF4	TNFRSF4	TNFSF4	TNFRSF4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF18_TNFRSF18	GITRL	Secreted Signaling	TNFSF18	TNFRSF18	TNFSF18	TNFRSF18	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF13_TNFRSF17	APRIL	Secreted Signaling	TNFSF13	TNFRSF17	TNFSF13	TNFRSF17	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF13_TNFRSF13B	APRIL	Secreted Signaling	TNFSF13	TNFRSF13B	TNFSF13	TNFRSF13B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF13B_TNFRSF17	BAFF	Secreted Signaling	TNFSF13B	TNFRSF17	TNFSF13B	TNFRSF17	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF13B_TNFRSF13B	BAFF	Secreted Signaling	TNFSF13B	TNFRSF13B	TNFSF13B	TNFRSF13B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TNFSF13B_TNFRSF13C	BAFF	Secreted Signaling	TNFSF13B	TNFRSF13C	TNFSF13B	TNFRSF13C	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SPP1_CD44	SPP1	Secreted Signaling	SPP1	CD44	SPP1	CD44	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	ADIPOQ_ADIPOR1	ADIPONECTIN	Secreted Signaling	ADIPOQ	ADIPOR1	ADIPOQ	ADIPOR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	ADIPOQ_ADIPOR2	ADIPONECTIN	Secreted Signaling	ADIPOQ	ADIPOR2	ADIPOQ	ADIPOR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	RETN_TLR4	RESISTIN	Secreted Signaling	RETN	TLR4	RETN	TLR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	RETN_CAP1	RESISTIN	Secreted Signaling	RETN	CAP1	RETN	CAP1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	ANGPTL2_TLR4	ANGPTL	Secreted Signaling	ANGPTL2	TLR4	ANGPTL2	TLR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	ANGPTL2_PIRB	ANGPTL	Secreted Signaling	ANGPTL2	LILRB3	ANGPTL2	LILRB3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	ANGPTL1_PIRB	ANGPTL	Secreted Signaling	ANGPTL1	LILRB3	ANGPTL1	LILRB3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
