gene,GSM5772210,GSM5772211,GSM5772212,GSM5772213,GSM5772214,GSM5772215,GSM5772216
LIPT2,11.624,7.235,8.613,5.196,9.311,9.923,5.09
LITAF,451.542,397.299,437.368,363.547,479.708,400.011,465.92
LIX1,0.0,0.037,0.0,0.0,0.0,0.129,0.0
LIX1L,1.568,4.095,5.369,3.637,4.323,1.539,5.875
LKAAEAR1,0.349,0.0,0.0,0.0,0.18,0.371,0.0
LL22NC01-81G9.3,0.0,0.0,0.0,0.0,0.0,0.312,0.0
LL22NC03-63E9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LL22NC03-75H12.2,0.0,0.0,0.0,0.521,0.0,0.0,0.0
LLGL1,0.057,0.828,0.633,0.833,0.792,0.756,0.991
LLGL2,5.402,8.24,6.358,12.001,4.899,26.052,4.348
LLPH,22.862,19.589,25.174,27.048,26.405,19.717,24.151
LLPH-AS1,0.0,0.339,0.366,0.0,0.288,1.781,0.0
LMAN1,10.367,18.47,19.363,16.394,18.616,16.931,16.036
LMAN1L,0.0,0.273,0.294,0.0,0.0,0.0,0.0
LMAN2,168.337,170.394,162.485,170.608,162.85,148.366,175.151
LMAN2L,17.443,16.311,14.426,16.023,15.629,11.595,12.844
LMBR1,7.462,7.956,10.188,10.627,8.329,6.199,7.845
LMBR1L,11.686,12.803,18.58,13.923,16.829,22.846,13.014
LMBRD1,51.85,54.629,65.837,59.719,54.678,34.349,45.569
LMBRD2,5.281,5.353,4.15,5.789,4.749,1.725,3.587
LMCD1,0.144,0.0,0.308,0.0,0.0,2.259,0.0
LMCD1-AS1,0.0,0.072,0.0,0.0,0.0,0.188,0.093
LMF1,2.73,4.313,5.742,4.825,4.725,5.628,5.045
LMF1-AS1,0.206,0.125,0.27,0.0,0.425,0.328,0.326
LMF2,15.35,14.093,15.406,18.037,13.371,9.866,17.2
LMLN,1.081,1.614,2.195,1.784,1.577,4.114,1.909
LMLN-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.542
LMNA,354.464,354.807,372.2,341.175,270.428,122.143,462.754
LMNB1,3.694,0.815,0.586,1.64,1.386,2.62,3.929
LMNB2,2.754,5.526,5.327,4.252,4.196,3.258,4.609
LMNTD1,0.718,0.0,0.066,0.0,0.0,7.975,0.0
LMNTD2,0.182,0.441,0.793,1.56,0.874,1.159,0.0
LMO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMO2,18.085,17.224,13.194,17.031,14.486,12.516,12.431
LMO3,0.0,0.369,0.0,2.567,0.0,1.161,0.226
LMO4,2.372,2.717,3.107,3.087,3.241,2.102,2.053
LMO7,1.145,0.683,0.023,1.128,0.09,2.436,0.083
LMO7-AS1,1.363,0.413,0.756,0.676,0.0,1.088,0.0
LMO7DN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMO7DN-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMOD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMOD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMTK2,0.914,0.57,0.718,0.826,0.822,1.681,1.014
LMTK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMX1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMX1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNP1,0.228,0.552,0.149,0.067,0.117,0.484,0.18
LNPEP,10.839,13.699,16.954,19.844,16.106,7.606,14.758
LNX1,0.478,0.474,0.0,0.277,0.224,2.597,0.275
LNX1-AS1,0.0,0.0,0.0,0.0,0.0,0.358,0.0
LNX1-AS2,0.0,0.0,0.0,0.0,0.0,0.278,0.0
LNX2,1.242,2.2,2.147,2.037,1.82,4.122,1.496
LOC100049716,2.685,2.41,1.688,1.698,2.992,2.456,1.702
LOC100101148,1.381,0.0,0.0,0.607,0.178,3.278,0.0
LOC100101478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100126784,0.0,0.0,0.127,0.0,0.0,0.069,0.154
LOC100128006,0.065,0.079,0.0,0.0,0.0,0.0,0.0
LOC100128076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100128164,0.0,0.091,0.0,0.069,0.04,0.0,0.031
LOC100128176,0.0,0.0,0.0,0.072,0.063,0.0,0.0
LOC100128233,0.093,0.0,0.0,0.0,0.0,0.0,0.0
LOC100128239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100128288,0.536,0.072,0.234,0.0,0.307,0.127,0.0
LOC100128317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100128361,0.0,0.061,0.131,0.235,0.155,0.747,0.318
LOC100128398,0.339,0.082,0.0,0.0,0.28,0.721,0.215
LOC100128494,3.291,8.018,6.763,7.379,6.441,5.281,6.564
LOC100128531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100128554,0.0,0.062,0.0,0.0,0.0,0.0,0.0
LOC100128568,0.269,0.0,0.704,0.0,0.831,0.286,0.0
LOC100128573,0.0,1.782,0.481,0.0,0.0,0.781,0.0
LOC100128593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100128714,0.325,0.079,0.0,0.0,0.134,0.138,0.0
LOC100128770,0.04,0.0,0.0,0.0,0.0,0.213,0.0
LOC100128885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100128993,0.0,0.347,1.312,0.335,0.443,0.0,0.227
LOC100129027,0.203,0.0,0.0,0.0,0.14,0.0,0.0
LOC100129034,13.772,11.445,11.137,10.836,16.563,9.926,14.724
LOC100129046,0.508,1.026,1.33,1.785,1.484,0.9,0.939
LOC100129055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100129083,3.324,3.763,2.322,1.817,2.058,7.543,2.458
LOC100129138,0.0,0.139,0.0,0.0,0.0,0.0,0.0
LOC100129148,7.897,4.507,4.867,3.809,5.751,7.41,5.152
LOC100129175,0.0,0.0,0.672,0.0,0.0,0.0,0.0
LOC100129203,0.131,0.317,0.342,0.077,0.674,0.0,0.311
LOC100129216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100129307,0.0,0.0,0.123,0.11,0.0,0.2,0.0
LOC100129316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100129345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100129434,17.737,13.837,18.099,13.919,17.368,20.1,16.782
LOC100129461,0.0,0.5,0.374,1.569,2.059,0.658,1.411
LOC100129518,0.304,0.0,0.199,0.089,0.078,0.0,0.241
LOC100129520,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100129534,0.0,0.136,0.073,0.0,0.174,1.133,0.089
LOC100129550,0.501,0.267,0.157,0.094,0.868,0.171,0.635
LOC100129603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100129617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100129620,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100129636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100129697,0.0,0.0,0.0,0.0,0.0,0.09,0.0
LOC100129917,0.787,2.689,0.905,1.637,1.719,0.594,1.341
LOC100129924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100129931,6.754,7.954,5.702,7.618,7.976,25.645,8.358
LOC100129935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100129940,0.0,0.0,0.0,0.0,0.0,0.427,0.199
LOC100129973,0.0,0.0,0.229,0.102,0.0,0.279,0.138
LOC100130075,0.0,0.0,0.354,0.0,0.0,0.0,0.214
LOC100130093,1.368,1.314,2.166,1.002,0.767,0.243,0.723
LOC100130238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130264,0.0,0.0,0.0,0.0,0.0,0.077,0.0
LOC100130298,0.0,0.463,0.0,0.895,0.394,0.406,1.211
LOC100130331,0.118,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130357,0.709,1.191,1.786,0.958,1.407,0.638,0.173
LOC100130370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130451,0.0,0.0,0.099,0.0,0.0,0.481,0.0
LOC100130452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130476,0.326,0.79,0.597,0.916,0.672,1.664,0.826
LOC100130587,0.112,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130691,0.343,0.443,0.329,0.562,0.613,0.097,0.398
LOC100130700,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130705,0.0,0.039,0.042,0.037,0.033,0.0,0.05
LOC100130744,1.004,0.812,0.814,0.84,1.283,1.119,1.288
LOC100130849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130872,0.0,0.029,0.063,0.028,0.099,0.254,0.038
LOC100130880,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130899,0.0,0.069,0.0,0.0,0.0,0.932,0.0
LOC100130950,1.356,0.64,0.197,0.53,0.311,1.122,0.119
LOC100130964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130987,0.718,0.0,0.0,0.421,0.37,2.481,0.569
LOC100130992,0.346,0.177,0.238,0.064,0.357,0.0,0.289
LOC100131047,0.0,0.0,0.0,0.0,0.0,0.0,0.095
LOC100131107,0.088,0.0,0.0,0.0,0.0,0.0,0.0
LOC100131257,0.06,0.047,0.007,0.019,0.045,0.105,0.026
LOC100131289,1.673,0.676,0.73,0.435,2.685,0.988,1.767
LOC100131303,0.235,0.142,0.0,0.0,0.121,0.0,0.0
LOC100131315,0.0,0.0,0.0,0.0,0.0,0.982,0.0
LOC100131347,0.164,0.0,0.0,0.0,0.0,0.29,0.086
LOC100131496,0.224,0.339,0.147,0.197,0.519,0.892,0.443
LOC100131564,8.958,9.488,9.698,9.689,13.002,9.146,7.429
LOC100131626,2.552,1.547,2.452,1.495,2.102,1.018,2.527
LOC100131635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100131655,0.739,0.128,0.415,0.247,0.762,0.898,0.167
LOC100132057,0.179,0.0,0.0,0.0,0.0,0.0,0.0
LOC100132062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100132077,2.225,1.491,4.371,1.852,1.933,0.436,2.227
LOC100132078,0.0,0.0,0.0,0.0,0.05,0.0,0.0
LOC100132111,0.417,1.012,0.547,1.222,0.215,0.666,0.661
LOC100132146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100132174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100132215,0.0,0.083,0.0,0.08,0.0,0.073,0.0
LOC100132304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100132352,0.743,0.515,0.694,0.869,0.876,0.564,0.504
LOC100132356,1.307,1.497,1.236,0.255,1.948,0.849,1.611
LOC100132735,0.0,0.0,0.0,0.0,0.327,0.0,0.502
LOC100132781,0.0,0.072,0.0,0.069,0.183,0.0,0.0
LOC100132831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100133050,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100133077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100133091,0.738,0.895,0.363,0.973,0.666,0.245,0.95
LOC100133267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100133286,0.0,0.0,0.0,0.133,0.117,0.0,0.0
LOC100133315,0.111,1.342,0.145,0.389,0.799,2.942,1.052
LOC100133331,0.084,0.0,0.037,0.033,0.087,0.538,0.089
LOC100133461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100133669,2.573,0.851,1.838,1.096,0.241,0.498,0.741
LOC100133920,0.314,0.229,0.0,0.0,0.0,0.0,0.299
LOC100133985,0.0,0.0,0.334,0.598,1.054,0.0,0.0
LOC100134317,0.0,0.0,0.0,0.0,0.0,0.0,0.472
LOC100134368,0.0,0.102,0.0,0.197,0.173,0.0,0.0
LOC100134391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100134868,0.511,1.136,0.446,0.0,0.527,0.996,0.135
LOC100144595,0.0,0.0,0.0,0.0,0.0,0.169,0.0
LOC100147773,0.0,0.072,0.077,0.0,0.183,0.0,0.0
LOC100190940,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100190986,13.575,22.575,17.845,18.01,15.81,19.358,19.311
LOC100192426,0.0,0.0,0.0,0.0,0.293,0.0,0.0
LOC100233156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100240728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100240734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100240735,1.816,1.602,2.595,3.482,2.385,0.176,1.308
LOC100268168,0.083,0.401,0.325,0.429,0.0,0.088,0.24
LOC100270746,0.0,0.19,0.0,0.0,1.134,1.502,0.0
LOC100270804,0.759,0.384,0.331,0.148,0.326,2.556,0.401
LOC100271832,0.0,0.0,0.0,0.0,0.0,0.0,0.154
LOC100272216,1.181,1.055,1.465,1.456,2.116,2.975,1.674
LOC100272217,0.0,0.072,0.774,0.277,0.67,0.126,0.936
LOC100286922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100287010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100287015,0.988,0.757,0.477,1.218,0.697,1.05,0.824
LOC100287036,0.115,0.0,0.0,0.135,0.119,0.0,0.0
LOC100287042,0.622,0.755,0.752,1.233,1.876,0.662,0.986
LOC100287072,0.177,0.143,0.0,0.139,0.061,0.0,0.0
LOC100287225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100287592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100287632,0.0,0.0,0.0,0.0,0.0,0.0,0.728
LOC100287728,0.0,0.0,0.0,0.0,0.0,0.611,0.0
LOC100287792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100287834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100287846,0.0,0.042,0.0,0.041,0.0,0.0,0.0
LOC100287944,0.0,0.0,0.0,0.0,0.332,0.0,0.0
LOC100288069,2.169,2.75,2.324,3.234,3.052,3.355,1.719
LOC100288123,0.0,0.0,0.101,0.09,0.0,0.0,0.122
LOC100288152,0.0,0.0,0.0,0.0,0.0,0.077,0.0
LOC100288162,0.0,0.0,0.0,0.155,0.137,0.0,0.0
LOC100288181,0.0,0.076,0.082,0.464,0.022,0.111,0.0
LOC100288254,0.0,0.0,0.0,0.0,0.0,0.076,0.0
LOC100288570,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100288637,0.041,0.3,0.494,0.338,0.264,0.0,0.6
LOC100288748,0.058,0.0,0.076,0.068,0.0,0.986,0.0
LOC100288778,0.549,1.249,1.079,0.241,1.417,0.803,1.306
LOC100288798,1.15,0.349,0.582,3.024,3.59,12.278,1.823
LOC100288842,0.309,0.751,1.216,2.175,0.319,0.0,0.0
LOC100288846,1.096,0.846,0.392,1.167,0.411,0.954,0.947
LOC100288866,0.0,0.0,0.0,0.265,0.0,0.0,0.0
LOC100288911,1.819,0.552,0.0,1.332,1.642,0.0,0.36
LOC100288966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100289230,0.618,0.999,1.977,0.724,1.062,1.971,0.979
LOC100289333,0.0,0.0,0.0,0.0,0.0,0.759,0.0
LOC100289361,0.837,0.677,0.366,1.962,0.0,0.594,0.885
LOC100289473,2.57,0.0,0.0,0.251,0.0,0.0,0.0
LOC100289495,0.37,0.15,0.283,0.253,0.096,0.033,0.098
LOC100289511,3.187,3.297,3.683,3.074,1.547,1.794,1.634
LOC100289561,1.945,3.184,2.918,1.982,3.768,3.673,3.165
LOC100289580,0.928,2.835,1.761,2.025,1.784,0.477,2.131
LOC100289650,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100289656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100289673,0.0,0.0,0.0,0.0,0.0,0.461,0.0
LOC100294145,5.151,2.825,3.717,2.851,4.4,2.443,4.833
LOC100294362,0.655,0.556,0.343,0.652,0.338,0.522,0.259
LOC100303749,0.0,0.499,0.269,0.0,0.849,0.219,0.0
LOC100335030,0.0,0.094,0.101,0.0,0.04,0.041,0.061
LOC100379224,5.653,6.944,8.163,7.429,6.805,10.868,6.718
LOC100419583,45.869,47.738,37.343,45.456,35.431,18.524,39.584
LOC100420587,0.0,0.0,0.0,0.046,0.0,0.0,0.0
LOC100421746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100422212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100422556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100422737,0.0,0.0,0.0,0.0,0.0,0.103,0.0
LOC100499194,0.0,0.0,0.64,0.127,0.224,0.0,0.0
LOC100499484,0.849,0.082,0.1,0.369,0.113,0.0,0.18
LOC100499484-C9ORF174,0.673,0.23,0.295,0.079,0.273,1.043,0.206
LOC100499489,1.792,1.509,1.174,1.691,1.798,1.641,1.814
LOC100500773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100505478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100505515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100505530,0.0,0.0,0.0,0.0,0.0,0.0,0.366
LOC100505549,2.387,3.13,2.788,3.098,2.662,1.098,2.044
LOC100505622,0.0,0.0,0.0,0.0,0.0,1.289,0.0
LOC100505625,0.0,0.044,0.0,0.0,0.0,0.0,0.057
LOC100505635,0.0,0.0,0.0,0.0,0.0,0.269,0.0
LOC100505658,0.454,0.917,0.726,0.413,0.26,0.429,0.958
LOC100505666,0.329,0.142,0.862,1.119,1.697,5.631,0.558
LOC100505715,1.442,2.099,2.191,2.771,2.44,1.35,1.92
LOC100505716,0.06,0.219,0.0,0.564,0.372,0.0,0.286
LOC100505736,0.112,0.203,0.293,0.785,0.346,0.891,0.089
LOC100505782,0.0,0.0,0.0,0.0,0.0,0.374,0.0
LOC100505795,0.0,0.0,0.0,0.0,0.0,0.139,0.0
LOC100505817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100505841,0.0,0.0,0.0,0.0,0.519,2.677,0.0
LOC100505878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100505887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100505912,0.0,0.0,0.0,0.0,0.0,0.0,0.269
LOC100505915,3.827,7.717,7.769,4.819,5.676,8.242,5.989
LOC100505918,0.0,0.062,0.0,0.0,0.0,0.0,0.0
LOC100505920,0.0,0.0,0.454,0.0,0.0,0.0,0.275
LOC100505921,0.0,0.0,0.0,0.14,0.123,0.254,0.189
LOC100505938,0.0,0.0,0.0,0.0,0.137,0.706,0.0
LOC100505942,0.255,0.309,0.167,0.896,0.395,0.813,0.808
LOC100505978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100505984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506022,0.0,0.386,0.209,0.311,0.164,0.339,0.841
LOC100506023,0.19,0.512,0.359,0.049,0.239,0.292,0.301
LOC100506071,0.064,0.078,0.925,0.075,0.0,0.0,0.0
LOC100506076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506082,0.0,0.592,0.0,0.0,0.0,0.0,0.0
LOC100506083,0.998,1.871,1.307,1.488,0.656,1.544,1.15
LOC100506085,0.082,0.0,0.108,0.0,0.0,0.0,0.0
LOC100506100,15.772,4.973,4.957,5.912,4.231,7.716,3.999
LOC100506122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506124,0.496,0.2,0.108,0.0,0.511,0.527,0.524
LOC100506125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506127,0.111,0.0,0.06,0.226,0.117,0.181,0.036
LOC100506136,0.335,0.101,0.0,0.392,0.0,0.178,0.398
LOC100506142,0.437,3.819,1.489,3.074,2.437,1.395,2.911
LOC100506159,2.536,0.543,0.195,0.0,1.385,0.0,0.945
LOC100506175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506178,0.565,0.062,0.067,0.181,0.159,0.0,0.244
LOC100506188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506207,0.824,0.143,0.308,0.276,0.121,0.876,0.084
LOC100506258,0.133,0.129,0.07,0.156,3.461,0.198,1.012
LOC100506271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506302,1.851,2.363,1.276,2.511,3.116,4.662,2.47
LOC100506314,0.895,0.271,0.195,0.087,0.847,2.142,0.118
LOC100506321,0.0,0.203,0.22,0.393,0.346,0.891,0.266
LOC100506368,1.032,0.0,0.0,0.269,0.473,2.926,0.0
LOC100506371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506388,0.0,0.0,0.561,0.502,0.0,2.582,0.0
LOC100506393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506403,0.0,0.57,0.0,0.0,0.0,0.0,0.0
LOC100506406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506457,0.0,0.0,0.0,0.0,0.0,0.0,0.182
LOC100506470,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506472,0.068,0.124,0.047,0.199,0.072,0.223,0.431
LOC100506474,0.0,0.0,0.0,0.0,0.0,0.07,0.0
LOC100506476,0.889,0.539,0.776,0.174,1.07,1.891,0.235
LOC100506497,0.0,0.119,0.171,0.268,0.101,0.0,0.052
LOC100506526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506548,0.0,0.528,0.774,0.328,0.321,0.463,0.246
LOC100506551,0.773,0.868,0.712,0.57,0.62,0.639,0.635
LOC100506585,5.331,7.921,9.065,9.22,12.785,1.632,9.376
LOC100506603,7.216,12.328,19.409,12.907,16.254,5.694,20.656
LOC100506606,4.103,4.721,6.132,6.902,6.73,1.287,4.085
LOC100506639,1.967,3.319,2.576,1.903,3.353,3.456,2.168
LOC100506675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506679,0.0,0.0,0.0,0.0,0.126,0.0,0.097
LOC100506682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506700,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506725,0.0,0.0,0.0,0.0,0.137,0.0,0.0
LOC100506730,0.15,0.122,0.0,0.059,0.0,0.0,0.159
LOC100506746,0.659,0.799,0.604,0.695,0.612,0.35,0.418
LOC100506747,0.138,0.083,0.09,0.0,0.0,0.0,0.218
LOC100506790,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506801,0.048,0.117,0.0,0.057,0.0,1.233,0.077
LOC100506804,0.211,0.767,0.0,0.123,0.217,0.224,0.501
LOC100506834,0.0,0.0,0.0,0.0,0.028,0.0,0.0
LOC100506844,9.649,2.569,3.699,4.136,7.285,36.293,2.611
LOC100506858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506860,0.778,1.322,0.612,1.094,1.606,2.483,0.987
LOC100506869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100506895,0.0,0.0,0.055,0.0,0.0,0.0,0.0
LOC100506985,3.307,2.735,5.316,1.409,1.706,7.354,0.953
LOC100506990,6.722,1.773,1.294,1.266,2.048,23.775,1.921
LOC100507002,5.167,1.139,2.153,2.476,2.908,1.499,0.0
LOC100507006,1.613,0.734,1.849,0.709,0.832,3.217,1.278
LOC100507053,0.247,0.0,0.0,0.116,0.051,0.526,0.0
LOC100507065,0.0,0.0,0.0,0.0,0.0,0.373,0.278
LOC100507073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507091,0.0,0.0,0.0,0.068,0.0,0.0,0.0
LOC100507140,0.0,0.0,0.081,0.0,0.0,0.0,0.0
LOC100507144,0.128,0.31,0.0,0.15,0.0,0.272,0.0
LOC100507156,0.0,0.033,0.072,0.032,0.0,0.0,0.0
LOC100507175,0.147,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507195,2.855,2.693,3.323,2.229,0.655,1.687,2.01
LOC100507201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507250,0.075,0.0,0.0,0.0,0.0,0.24,0.0
LOC100507283,0.0,0.308,0.0,0.149,0.218,0.405,0.067
LOC100507291,2.025,1.535,2.684,0.89,1.306,7.62,0.802
LOC100507334,0.0,0.0,0.0,0.0,0.0,0.546,0.0
LOC100507346,0.262,0.0,0.086,0.307,0.135,0.0,0.0
LOC100507351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507373,0.341,0.155,0.279,0.5,0.22,0.227,0.203
LOC100507377,0.0,0.0,0.0,0.0,0.0,0.232,0.0
LOC100507384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507387,0.0,0.0,0.0,0.0,0.0,0.0,0.24
LOC100507388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507391,0.0,0.0,0.0,0.0,0.0,0.0,0.053
LOC100507406,0.42,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507424,0.861,0.626,0.0,1.008,0.355,0.549,0.545
LOC100507431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507437,1.334,0.898,0.328,0.488,0.191,0.885,0.0
LOC100507443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507462,0.046,0.166,0.06,0.374,0.0,0.146,0.0
LOC100507468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507472,0.0,0.075,0.0,0.0,0.0,0.0,0.0
LOC100507477,0.0,0.0,0.0,0.0,0.0,0.958,0.0
LOC100507487,0.677,0.448,0.242,0.144,0.317,0.0,0.097
LOC100507506,0.332,0.0,0.145,0.0,0.0,0.0,0.0
LOC100507534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507547,0.342,0.0,0.0,0.159,0.0,0.315,1.074
LOC100507557,0.422,0.622,0.711,0.729,0.809,1.346,0.287
LOC100507564,1.298,0.572,0.0,0.415,0.122,0.502,0.0
LOC100507577,0.488,1.007,0.64,0.744,0.756,1.558,0.851
LOC100507600,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100507634,0.0,0.0,0.652,0.073,0.513,0.397,0.591
LOC100507639,4.924,3.413,7.186,0.0,1.161,3.292,4.682
LOC100507642,0.0,0.43,2.054,0.356,1.724,2.529,1.924
LOC100507661,0.216,0.0,0.0,0.0,0.0,0.0,0.0
LOC100508046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100630923,1.884,3.127,2.027,3.43,2.453,1.483,2.772
LOC100631378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100652758,2.256,1.008,1.399,1.947,3.43,9.09,2.634
LOC100652768,4.652,4.702,5.657,5.19,4.343,1.531,5.265
