term	es	nes	nom_p	n_set_in_rank	mean_t	lead_genes	n_lead	cohort	split	n_high	n_low	n_rank_genes	bucket	expected	primary	source	enrichr_name	n	fdr_all	fdr_primary
HALLMARK_APOPTOSIS	0.4085630900582027	2.029971773483679	0.000999000999000999	158	0.6163373157500173	BCL10,HSPB1,GNA15,TSPO,IL1A,RETSAT,ANXA1,BCAP31,CDKN1A,SAT1,EMP1,TNFSF10,GADD45A,VDAC2,IFNGR1,LGALS3,FDXR,IL18,TNFRSF12A,BCL2L1,BIK,BCL2L10,IER3,BID,CASP7	44	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apoptosis	161	0.0023976023976023976	
HALLMARK_NOTCH_SIGNALING	0.31762388993390345	1.1558769991527427	0.07992007992007992	32	-0.2520195044081015	HES1,DTX2,PPARD,JAG1,FZD5,RBX1,PSENEN	7	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Notch Signaling	32	0.10202563394052756	
HALLMARK_ADIPOGENESIS	0.36819752907206216	1.8720015062850912	0.000999000999000999	189	0.6734158591927667	ESRRA,ATP1B3,RETSAT,CMPK1,RNF11,SCP2,COX8A,GADD45A,CD151,IFNGR1,REEP6,ALDOA,RIOK3,CHCHD10,LPCAT3,POR,GPD2,SLC1A5,CPT2,DGAT1,UQCR10,BCL6,ACADS,UBC,DBT	71	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Adipogenesis	200	0.0023976023976023976	
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.3824083301989893	1.9502471841960418	0.000999000999000999	192	0.6086712611225696	SFN,ZNF185,LAD1,P2RY2,HES1,DHRS3,ELF3,RHOD,KRT13,AQP3,SULT2B1,CLDN7,KLF4,KRT19,SLC2A1,ESRP2,CLIC3,RAPGEFL1,ENDOD1,BLVRB,CA12,MYOF,MREG,PPIF,TPD52L1	55	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Early	200	0.0023976023976023976	
HALLMARK_ESTROGEN_RESPONSE_LATE	0.4249917114764141	2.187180137188219	0.000999000999000999	196	0.9043267655204871	SFN,S100A9,GJB3,PERP,GALE,KRT13,FABP5,TRIM29,FGFR3,SULT2B1,LSR,PKP3,KLF4,KRT19,CLIC3,RAPGEFL1,ST14,BLVRB,ST6GALNAC2,CA12,MYOF,MAPK13,LAMC2,AGR2,CD9	67	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Late	200	0.0023976023976023976	
HALLMARK_ANDROGEN_RESPONSE	0.35208029191278706	1.5848480667000673	0.002997002997002997	96	0.3062926049728273	DHCR24,KRT19,SAT1,SLC38A2,ELL2,HOMER2,GNAI3,SGK1,NDRG1,AKT1,ALDH1A3,TMEM50A,PDLIM5,UBE2I,MAP7,TMPRSS2,MYL12A,SPDEF,VAPA,ADRM1,NCOA4,STEAP4,STK39,SORD,TNFAIP8	29	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Androgen Response	100	0.0058006509619412845	
HALLMARK_MYOGENESIS	-0.17256067285422313	-0.7912860322602362	0.7192807192807192	198	-0.5661780113767418	APLNR,CACNA1H,NOTCH1,CASQ1,FABP3,SSPN,MYOG,DMD,SH3BGR,PYGM,CDH13,SPARC,MYH3,ACTA1,MYH1,MYH11,TCAP,PSEN2,TNNC2,MYOM1,MYL4,IGF1,COL6A3,ACTC1,COL6A2	60	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myogenesis	200	0.7192807192807192	
HALLMARK_PROTEIN_SECRETION	0.2100510275364333	0.9555161683415175	0.15684315684315683	95	-0.2333379622480405	AP2M1,RAB22A,RER1,SGMS1,STAM,ATP1A1,VAMP3,VPS4B,AP2S1,CAV2,STX12,TMX1,AP3S1,RAB2A,TMED10,DST,CTSC,NAPG,RAB9A,ERGIC3,NAPA,LAMP2,ATP6V1H,ARFIP1	24	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Protein Secretion	96	0.18097287328056558	
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.32708570797116493	1.4803005929193762	0.004995004995004995	92	0.2903417055921652	SAMD9,IL4R,SLC25A28,IFI27,LPAR6,OAS1,PLSCR1,LY6E,PARP9,CASP1,PSMA3,IFI44,NCOA7,ISG15,NMI,OASL,IRF9,RTP4,CASP8,MOV10,GBP2,PROCR,IFIT2,SP110,MX1	28	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.00881471469706764	
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.1972203603186831	0.994640403191224	0.1038961038961039	196	-0.19422790928235198	GBP6,IL4R,CDKN1A,SLC25A28,TNFSF10,VAMP8,BPGM,UPP1,MVP,CASP7,IFI27,PLSCR1,LY6E,PSMB2,IRF5,OAS2,PIM1,CASP4,CASP1,PSMA3,IFI44,GCH1,ISG15,HIF1A,NMI	50	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.12987012987012989	
HALLMARK_APICAL_JUNCTION	0.3237555392281871	1.6381671425600846	0.000999000999000999	194	0.09156006207321486	MPZL2,JUP,CDH3,ADAM15,CLDN7,CLDN4,LDLRAP1,CTNND1,ITGB4,ARPC2,DSC3,MYL12B,BAIAP2,KRT31,LAMB3,MAPK13,LAMC2,ADAM9,COL17A1,CAP1,GNAI1,RRAS,LIMA1,ITGA2,FSCN1	51	TCGA-LUSC	median	251	251	20242	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.0023976023976023976	0.0014985014985014985
HALLMARK_APICAL_SURFACE	0.26579205641398695	1.0388536268268054	0.12787212787212787	43	-0.08570846947598326	HSPB1,LYPD3,RHCG,ATP8B1,SHROOM2,LYN,AFAP1L2,APP,PLAUR	9	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Surface	44	0.15344655344655345	
HALLMARK_HEDGEHOG_SIGNALING	-0.45993182145101974	-1.5392755413571995	0.012987012987012988	35	-2.0778046695260506	HEY1,TLE3,THY1,ACHE,CNTFR,AMOT,NKX6-1,GLI1,SLIT1,UNC5C,NF1,CRMP1,RTN1,SCG2,NRCAM,PTCH1,DPYSL2	17	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hedgehog Signaling	36	0.01998001998001998	
HALLMARK_COMPLEMENT	0.2283323282059906	1.1894782425473505	0.013986013986013986	195	-0.30781041270888665	S100A9,SERPINB2,S100A12,CXCL1,F3,LGALS3,ADAM9,PPP4C,CALM1,GNAI3,PDP1,GPD2,GNB2,RCE1,CASP7,MAFF,DUSP5,PLAT,MMP13,PLSCR1,MMP15,XPNPEP1,PSEN1,STX4,S100A13	45	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Complement	200	0.02097902097902098	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.17087756314156224	-0.7099313684424493	0.6833166833166833	106	-0.47941332803366266	ALDH18A1,CCL2,CNOT2,MTHFD2,ASNS,DDX10,ERN1,GEMIN4,XPOT,TTC37,ATF6,TATDN2,NFYA,TSPYL2,NFYB,DCP2,DCP1A,GOSR2	18	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Unfolded Protein Response	113	0.6948983220169661	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.29279426527010183	1.34756463652784	0.01098901098901099	104	0.19665306635395863	SFN,DAPP1,TNFRSF1A,CDKN1A,RAC1,SLC2A1,ARPC3,VAV3,MKNK1,AP2M1,MKNK2,NCK1,AKT1,PPP1CA,HRAS,CFL1,CAB39,MAP2K3,RPS6KA1,EIF4E	20	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	PI3K/AKT/mTOR Signaling	105	0.01782001782001782	
HALLMARK_MTORC1_SIGNALING	0.28469689889581684	1.456391855800209	0.000999000999000999	192	0.25153635327536633	TUBA4A,DAPP1,DHCR24,CDKN1A,SLC2A1,FDXR,CD9,ALDOA,SLC9A3R1,SLC1A5,ATP2A2,BHLHE40,ARPC5L,ATP6V1D,FKBP2,SRD5A1,EBP,PSMC6,EGLN3,PRDX1,RAB1A,RPN1,GOT1,PSMG1,MAP2K3	63	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	mTORC1 Signaling	200	0.0023976023976023976	
HALLMARK_E2F_TARGETS	-0.46274504971947117	-2.1151355907141243	0.000999000999000999	187	-2.0483468587478173	ATAD2,RACGAP1,CDC25B,MAD2L1,RNASEH2A,PRPS1,EZH2,SPC25,UBE2T,SHMT1,TCF19,DONSON,MCM5,DEK,POLD1,MLH1,POLE,XPO1,PMS2,PRKDC,MCM2,LUC7L3,GINS1,PSMC3IP,CDC25A	87	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	E2F Targets	200	0.0023976023976023976	
HALLMARK_MYC_TARGETS_V1	0.12679052254016643	0.6461201649654235	0.23176823176823177	188	-0.33821349545414664	SERBP1,GOT2,NOP16,TUFM,PSMC6,PSMB2,NDUFAB1,CSTF2,PABPC4,SNRPA1,COPS5,EIF4E,CYC1,AP3S1,RPS2,MYC,UBE2L3,PRPS2,EIF2S1,NHP2,RPL18,SSBP1,PSMA6,CNBP,PSMD7	46	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V1	200	0.24832310546596262	
HALLMARK_MYC_TARGETS_V2	0.13806489950320008	0.5815381864946465	0.3046953046953047	58	-0.29896124026080373	MAP3K6,NOP16,NIP7,SORD,MYC,MRTO4,HK2,HSPE1,WDR74,TBRG4,RRP12,IMP4,DCTPP1	13	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V2	58	0.31520203933997043	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.28354453311242855	-1.2904623218680957	0.03196803196803197	194	-1.1744079438530546	GREM1,LRRC15,LOXL2,GPX7,THBS1,INHBA,IL15,ANPEP,COL11A1,MGP,ACTA2,POSTN,MATN3,IL6,CALD1,COL8A2,ITGB3,VEGFC,FBLN2,SPOCK1,SPARC,COL1A2,MXRA5,COL5A2,COL5A1	87	TCGA-LUSC	median	251	251	20242	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.04460655623446321	0.03196803196803197
HALLMARK_INFLAMMATORY_RESPONSE	0.3175789264910793	1.622488583195352	0.000999000999000999	197	0.1658848024292463	P2RY2,MXD1,GNA15,IL1A,FFAR2,F3,IL4R,ADORA2B,CDKN1A,BDKRB1,TNFSF10,CXCL6,CD82,ADM,IL18,GNAI3,ABI1,ITGB8,ATP2A2,CCL20,IRAK2,TPBG,HBEGF,PCDH7,LY6E	57	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Inflammatory Response	200	0.0023976023976023976	
HALLMARK_XENOBIOTIC_METABOLISM	0.36433402342601784	1.8524174389594672	0.000999000999000999	197	0.4770419759516192	EPHA2,MAOA,JUP,XDH,DHRS1,ADH1C,TNFRSF1A,RETSAT,CROT,BCAR1,CYP2C18,COMT,BLVRB,CYP2S1,ADH5,SLC35D1,ETS2,ADH7,UPP1,SPINT2,POR,PPARD,SLC1A5,ASL,ATP2A2	46	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Xenobiotic Metabolism	200	0.0023976023976023976	
HALLMARK_FATTY_ACID_METABOLISM	0.38351601821751485	1.9226488090671319	0.000999000999000999	154	0.6546557320947552	MAOA,ADH1C,RETSAT,DHCR24,S100A10,REEP6,ALDOA,METAP1,ADH7,NSDHL,GPD2,CPT2,HMGCL,ETFDH,ACADS,PTS,GLUL,ECHS1,DLST,ALDH3A1,MCEE,HADHB,VNN1,UROD,SDHD	56	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Fatty Acid Metabolism	158	0.0023976023976023976	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.5267558770869906	2.661744413262198	0.000999000999000999	182	1.4261469309325914	RETSAT,MFN2,UQCRH,COX8A,ATP6V0C,VDAC2,PDP1,MTX2,GOT2,POR,ATP6V0B,MRPS15,ATP6V1D,NDUFC1,NDUFB3,CASP7,UQCR10,ETFDH,ATP6V0E1,NDUFS6,ATP6V1G1,MRPS22,GLUD1,ECHS1,NDUFB4	98	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Oxidative Phosphorylation	200	0.0023976023976023976	
HALLMARK_GLYCOLYSIS	0.3784638153345201	1.9432863237132545	0.000999000999000999	196	0.6474459640337208	GPR87,SDC1,ELF3,GALE,B3GNT3,GPC1,PGM2,ADORA2B,PGAM1,TGFA,B4GALT2,PMM2,AGRN,TSTA3,ALDOA,BIK,NOL3,GOT2,NSDHL,PYGL,LHPP,IER3,AKR1A1,SRD5A3,CD44	60	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Glycolysis	200	0.0023976023976023976	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.4892072755068772	1.9329621571978206	0.000999000999000999	45	1.0085001982465283	PDLIM1,HMOX2,JUNB,PRNP,NDUFB4,PRDX1,NDUFA6,GLRX2,GCLM,TXN,MGST1,STK25,CDKN2D,PFKP,SBNO2,MBP,SOD2	17	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Reactive Oxygen Species Pathway	49	0.0023976023976023976	
HALLMARK_UV_RESPONSE_UP	0.23016457933939738	1.1391968587530974	0.03296703296703297	152	-0.09265959966943003	TUBA4A,MAOA,CLTB,AQP3,CYB5R1,BAK1,JUNB,MARK2,ALDOA,PPIF,BSG,BID,DGAT1,AP2S1,DNAJB1,TST,SLC6A8,TMBIM6,ATP6V1F,AMD1,UROD,RPN1,GCH1,LYN,TCHH	38	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Up	158	0.04495504495504496	
HALLMARK_UV_RESPONSE_DN	-0.28307973904175565	-1.2378402050042847	0.07192807192807193	137	-0.8776695524001058	KCNMA1,PDGFRB,KIT,NR3C1,PMP22,INSIG1,MAP2K5,SPOP,DLC1,SCN8A,SMAD7,AMPH,FBLN5,DDAH1,AGGF1,PTPRM,PRKCA,ICA1,KALRN,CDC42BPA,CDKN1B,FZD2,LAMC1,PHF3,CELF2	38	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Dn	144	0.09381922425400688	
HALLMARK_ANGIOGENESIS	0.23692725073412646	0.8798679178079133	0.22477522477522477	36	-0.48207790585694493	THBD,TNFRSF21,CXCL6,JAG1	4	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Angiogenesis	36	0.24832310546596262	
HALLMARK_COAGULATION	0.33160366124514307	1.6329615188570428	0.000999000999000999	136	0.33756153650253623	SERPINB2,GNG12,CAPN2,F3,THBD,ANXA1,RAC1,P2RY1,PLAU,ADAM9,CD9,MMP10,ITGA2,F12,GNB2,PEF1,RAPGEF3,MAFF,PLAT,MMP15,KLK8,BMP1,MMP3,S100A13,RABIF	33	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Coagulation	138	0.0023976023976023976	
HALLMARK_IL2_STAT5_SIGNALING	-0.23323189013439127	-1.0517826996348882	0.2777222777222777	194	-0.6196850494292124	RRAGD,SLC39A8,CXCL10,DCPS,CDC6,ITIH5,ICOS,PLIN2,CST7,TNFRSF8,SNX9,F2RL2,CCND2,CCR4,TLR7,IL10RA,FGL2,RHOH,P2RX4,COL6A1,CTLA4,SCN9A,IL18R1,PRAF2,IRF8	61	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-2/STAT5 Signaling	199	0.29233923970766074	
HALLMARK_BILE_ACID_METABOLISM	0.18270543125922808	0.8585199972138758	0.22877122877122877	112	-0.49636767935803466	PRDX5,SULT2B1,RETSAT,CROT,DHCR24,SCP2,FDXR,PEX13,SLC22A18,GSTK1,RXRA,PEX7,RBP1,PAOX	14	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Bile Acid Metabolism	112	0.24832310546596262	
HALLMARK_ALLOGRAFT_REJECTION	-0.3035657048664675	-1.3948142293415642	0.003996003996003996	195	-1.1804839937827603	SRGN,FCGR2B,MMP9,SPI1,TLR6,CD1D,SIT1,NLRP3,ICOSLG,INHBA,CCL19,IL15,GPR65,IGSF6,CCND3,IL12A,LTB,TGFB2,CTSS,IL16,CCL7,MBL2,CSF1,STAT1,IL6	97	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Allograft Rejection	200	0.007265461810916356	
HALLMARK_SPERMATOGENESIS	-0.38219494620925265	-1.6582034326372304	0.001998001998001998	131	-1.64027646899843	PHF7,DPEP3,AURKA,IL13RA2,CCT6B,PGS1,CCNB2,DMRT1,PARP2,HTR5A,DDX4,PACRG,HBZ,GFI1,PEBP1,CRISP2,NEK2,EZH2,LDHC,TSN,YBX2,GMCL1,COIL,MTNR1A,ACRBP	62	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Spermatogenesis	135	0.004281432852861424	
HALLMARK_KRAS_SIGNALING_UP	-0.24051135909980473	-1.0925178191170803	0.2097902097902098	193	-0.7220095813966555	IL2RG,TMEM100,FCER1G,ANKH,ETV4,CBR4,USH1C,PLVAP,GNG11,LAPTM5,TNFRSF1B,CBX8,TOR1AIP2,F13A1,ITGB2,MTMR10,C3AR1,CD37,CBL,CXCL10,PEG3,HSD11B1,DCBLD2,LCP1,CCND2	73	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	KRAS Signaling Up	200	0.23749835070589786	
HALLMARK_KRAS_SIGNALING_DN	0.20551674138416745	1.0429260378394476	0.06593406593406594	188	-0.6377370994258699	LYPD3,TGM1,SERPINB2,SPRR3,KRT13,KRT4,FGFR3,KRT5,EDN2,UPK3B,LGALS7,SGK1,KRT15,PKP1,CLDN16,KLK7,SLC6A14,CELSR2,THRB,DLK2,AKR1B10,SCGB1A1,P2RX6,KLK8,MAGIX	36	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	KRAS Signaling Dn	200	0.08791208791208792	
HALLMARK_PANCREAS_BETA_CELLS	-0.467541621241738	-1.6564265513459682	0.005994005994005994	40	-2.183751553416318	PCSK2,SST,PCSK1,DPP4,SCGN,CHGA,NEUROD1,NKX6-1,HNF1A,ISL1,DCX,STXBP1,PDX1,ABCC8,PAX6,INSM1,AKT3,PAK3	18	TCGA-LUSC	median	251	251	20242	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pancreas Beta Cells	40	0.010275438846867418	
KEGG_TIGHT_JUNCTION	0.3247114735095421	1.6246014842133654	0.000999000999000999	163	0.4131853111318315	CLDN1,TUBA4A,CLDN7,CLDN4,MAP3K5,ARPC2,RAC1,ARPC3,EZR,MYL12B,CDC42,MARVELD3,ARPC1A,TUBAL3,SLC9A3R1,PARD6G,CLDN16,TUBA1C,ARPC5L,F11R,PRKCZ,VASP,CRB3,MYL12A,ACTN4	72	TCGA-LUSC	median	251	251	20242	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.0023976023976023976	0.0014985014985014985
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.41533910120502215	1.624545633974873	0.002997002997002997	45	0.8277519471945809	CLDN1,CLDN7,CLDN4,MARVELD3,POF1B,CLDN16,DLG1,MICALL2,CLDN8,OCLN,CLDN17,PARD3,PDCD6IP,OCEL1,SLC39A9,RAB13,GRHL2,FRMPD2,CLDN10,MARVELD2,CLDN9,PAK2,CLDN23	23	TCGA-LUSC	median	251	251	20242	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.0058006509619412845	0.003596403596403597
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.646669063721639	2.626232922023167	0.000999000999000999	51	3.0471404389607097	EPHA2,IVL,OVOL1,CSTA,TGM1,SPRR1B,SPRR1A,SPRR3,SCEL,KRT16,EVPL,HDAC1,SPRR2F,ANXA1,S100A7,ST14,ADAM9,SPRR2B,JAG1,SPRR2G,SPINK5,KRT10,BCR,TGM3,EREG	26	TCGA-LUSC	median	251	251	20242	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.0023976023976023976	0.0014985014985014985
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.46322216401633776	-1.6813692192423997	0.002997002997002997	46	-2.059589047127667	HEY1,AMELX,IGF1,SNAI1,LIMS1,CUL7,DDX17,TBX3,TGFBR1,TRIM28,DDX5,HEYL,OLFM1,CTNNB1,RBPJ,LEF1,HGF,SLC39A10,SMAD4,ROCK2,FGFR1,ROCK1,EOMES,LOXL3	24	TCGA-LUSC	median	251	251	20242	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.0058006509619412845	0.003596403596403597
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.7319305197774361	2.239887997313078	0.000999000999000999	18	4.1406026116646	SFN,TMEM79,CLDN1,KRT16,LSR,CLDN4,TP63,IL18,MET,ALOXE3	10	TCGA-LUSC	median	251	251	20242	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.0023976023976023976	0.0014985014985014985
GOBP_KERATINOCYTE_DIFFERENTIATION	0.6990227936630146	2.7042388065211056	0.000999000999000999	40	3.884996771629816	EPHA2,IVL,CSTA,TGM1,SPRR1B,SPRR1A,SPRR3,SCEL,KRT16,EVPL,SPRR2F,ANXA1,S100A7,ST14,ADAM9,SPRR2B,JAG1,SPRR2G,KRT10,BCR,TGM3,EREG,DSP	23	TCGA-LUSC	median	251	251	20242	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.0023976023976023976	0.0014985014985014985
GOBP_KERATINIZATION	0.6929150480499559	3.0614323741600886	0.000999000999000999	78	3.505187998470409	SFN,TMEM79,IVL,KRT78,TGM1,SPRR2D,KRT6C,KRT6A,SPRR1B,SPRR1A,SPRR3,PPL,KRT6B,IL1A,KRT4,KRT16,CDH3,EVPL,SPRR2E,SPRR2F,KRT5,KRT80,CNFN,ABCA12,SPRR2B	54	TCGA-LUSC	median	251	251	20242	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.0023976023976023976	0.0014985014985014985
GOBP_CORNIFICATION	0.6732665682987118	1.6686632609680336	0.012987012987012988	8	2.9269618922214957	TMEM79,KLK5,LIPK,LIPN,CDSN	5	TCGA-LUSC	median	251	251	20242	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.01998001998001998	0.014167650531286895
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.375911762245967	1.666737186446096	0.000999000999000999	76	0.6840570963403088	EPHA2,CLDN1,LSR,CLDN7,CLDN4,MPP7,MARVELD3,PRKCH,POF1B,ILDR1,CLDN16,PLEC,F11R,SNAI2,FZD5,DLG1,MICALL2,CLDN8,CLDN12,EXT1,OCLN,CLDN17,ACTG1,PARD3,PDCD6IP	31	TCGA-LUSC	median	251	251	20242	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.0023976023976023976	0.0014985014985014985
KRT_EPITHELIAL	0.8821069735823519	2.7412304934173135	0.000999000999000999	17	5.205603051395648	KRT6C,KRT6A,KRT6B,KRT13,KRT4,KRT16,KRT5,KRT19,KRT14,KRT17,KRT15,KRT10	12	TCGA-LUSC	median	251	251	20242	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.0023976023976023976	0.0014985014985014985
