tf	target	axis	resource	confidence	effect	reference	note
IRF1	OPTN	IFN	CollecTRI		Activation	ORegAnno:23811275;CollecTRI2:29324236;DoRothEA:23811275;CollecTRI:23811275;CollecTRI2:23811275	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	PDGFD	IFN	CollecTRI		Activation	CollecTRI:20617571;CollecTRI2:20617571;CollecTRI:19843519;CollecTRI2:19843519	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	PIGR	IFN	CollecTRI		Activation	TRRUST:9973374;DoRothEA:9973374;CollecTRI2:27307561;CollecTRI2:9973374;CollecTRI2:9182878;CollecTRI:9973374	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	PLAAT3	IFN	CollecTRI		Activation	CollecTRI2:11973642;CollecTRI:11973642	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	PMAIP1	IFN	CollecTRI		Activation	CollecTRI2:21816905;CollecTRI2:16832344;CollecTRI:21816905	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	POLH	IFN	CollecTRI		Activation	TRRUST:22367195;CollecTRI:22367195;CollecTRI2:22367195;DoRothEA:22367195	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	POLR2K	IFN	CollecTRI		Activation	CollecTRI:17714821	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	PRKCG	IFN	CollecTRI		Activation	CollecTRI:14530341	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	PRL	IFN	CollecTRI		Activation	CollecTRI:8015552;CollecTRI:9492014;CollecTRI:11694349;CollecTRI:12017556	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	PSMB10	IFN	CollecTRI		Activation	CollecTRI2:18694960;TRRUST:18694960;CollecTRI:18694960;CollecTRI2:10575004;DoRothEA:18694960	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	PSMB9	IFN	CollecTRI		Activation	CollecTRI2:9632673;CollecTRI2:10921891;TRRUST:10921891;TRRUST:16703666;CollecTRI:18694960;CollecTRI:16703666;CollecTRI2:14735146;CollecTRI:10764778;CollecTRI:10921891;CollecTRI:14735146;CollecTRI:8885869;CollecTRI2:16703666;CollecTRI2:10764778;CollecTRI:9632673;CollecTRI2:9285409;CollecTRI2:18694960	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	PTGS2	IFN	CollecTRI		Activation	CollecTRI2:36498991;CollecTRI2:26674566;CollecTRI2:25880742;CollecTRI:17270146;CollecTRI2:10859338;CollecTRI2:16025269;CollecTRI2:14741697;CollecTRI2:38194130;CollecTRI2:12537697;CollecTRI:12537697	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	RIGI	IFN	CollecTRI		Activation	CollecTRI2:22391244;CollecTRI:22391244;CollecTRI2:35972291;CollecTRI2:36445328;TRRUST:22391244;CollecTRI2:21979142;CollecTRI2:21811588;CollecTRI2:21336305;CollecTRI2:28077651;CollecTRI2:37818799;CollecTRI:17516545;DoRothEA:22391244;CollecTRI2:29019275;CollecTRI2:17516545;CollecTRI:21811588	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	RSAD2	IFN	CollecTRI		Activation	CollecTRI2:25461762;CollecTRI:20308629;CollecTRI2:20308629;CollecTRI2:22547704;CollecTRI2:32983049;CollecTRI:22547704	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	SAMHD1	IFN	CollecTRI		Activation	CollecTRI:21345967;CollecTRI:12429737;CollecTRI:10570299;CollecTRI:23659673;CollecTRI:7814871;CollecTRI:20631312;CollecTRI:11781315;CollecTRI:18546154;CollecTRI:9164960;CollecTRI2:18546154;CollecTRI:11703094;CollecTRI2:32270872;CollecTRI:16413538;CollecTRI:12474233;CollecTRI:12232043;CollecTRI:10075	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	SELL	IFN	CollecTRI		Activation	CollecTRI2:19041738;CollecTRI:23133314;CollecTRI2:23133314	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	SERPINB6	IFN	CollecTRI		Activation	CollecTRI2:10477397;CollecTRI:10477397	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	SLC22A6	IFN	CollecTRI		Activation	CollecTRI:11359801	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	SLC26A6	IFN	CollecTRI		Activation	CollecTRI:18655181;CollecTRI2:19940027;CollecTRI2:18655181;CollecTRI:19940027	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	SLPI	IFN	CollecTRI		Repression	CollecTRI2:10498899;DoRothEA:10498899;CollecTRI:10498899;TRRUST:10498899	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	SMARCA4	IFN	CollecTRI		Activation	CollecTRI:21683060	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	SOCS1	IFN	CollecTRI		Activation	CollecTRI2:10820262;CollecTRI:19482358;CollecTRI:20644166;CollecTRI2:37605534;CollecTRI2:20644166;CollecTRI2:19181703;TRRUST:20644166;CollecTRI2:19482358;DoRothEA:20644166;CollecTRI:10820262	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	SOCS2	IFN	CollecTRI		Activation	TRRUST:22291912;CollecTRI:22291912;CollecTRI2:22291912;DoRothEA:22291912	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	SP1	IFN	CollecTRI		Activation	CollecTRI:22890831;CollecTRI:12732645	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	SPG7	IFN	CollecTRI		Activation	CollecTRI:21219575	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	STAT1	IFN	CollecTRI		Activation	CollecTRI2:9333018;CollecTRI2:27328944;CollecTRI2:30558329;DoRothEA:11909852;CollecTRI2:36462334;HTRIdb:11909852;CollecTRI:11909852;CollecTRI2:11909852;CollecTRI2:23837526;CollecTRI2:19404407;CollecTRI2:29893425;CollecTRI2:32964498;CollecTRI2:26460486	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TAP1	IFN	CollecTRI		Activation	CollecTRI2:18694960;CollecTRI2:9632673;TRRUST:18694960;CollecTRI:18694960;CollecTRI:14735146;TRRUST:9632673;CollecTRI2:11888675;CollecTRI2:15778351;CollecTRI:15778351;CollecTRI2:14735146;CollecTRI2:9285409;CollecTRI:8885869;CollecTRI:9632673;DoRothEA:18694960;CollecTRI2:8885869	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TAP2	IFN	CollecTRI		Activation	CollecTRI2:18694960;CollecTRI:11238639;CollecTRI2:11238639;TRRUST:18694960;CollecTRI:18694960;DoRothEA:18694960	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TAPBP	IFN	CollecTRI		Activation	CollecTRI2:18694960;TRRUST:18694960;CollecTRI:18694960;CollecTRI2:12942211;DoRothEA:18694960;CollecTRI:12095710;CollecTRI:12942211;CollecTRI2:12095710	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TAT	IFN	CollecTRI		Activation	CollecTRI:16305739;CollecTRI:15659847;CollecTRI:15659797;CollecTRI:12021315	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TERT	IFN	CollecTRI		Repression	CollecTRI:12545159;CollecTRI2:15710386;CollecTRI2:12545159;CollecTRI:15710386	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TG	IFN	CollecTRI		Activation	CollecTRI:21757724;CollecTRI2:21757724	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TLR2	IFN	CollecTRI		Activation	CollecTRI2:31156620;CollecTRI:21219575	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TLR3	IFN	CollecTRI		Activation	CollecTRI:21220691;CollecTRI2:21220691;CollecTRI2:17059692;CollecTRI2:27940139;CollecTRI2:12672806;CollecTRI:12672806;CollecTRI2:28318762;CollecTRI2:31156620;CollecTRI2:25960866;CollecTRI2:28970238	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TLR7	IFN	CollecTRI		Activation	CollecTRI:17475848;CollecTRI2:17475848	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TNF	IFN	CollecTRI		Activation	CollecTRI:18802049;CollecTRI2:16410367;CollecTRI:23811275;CollecTRI2:30701020;CollecTRI:16931033;CollecTRI2:24012417;CollecTRI2:11854220;CollecTRI2:26674566;CollecTRI2:18802049;CollecTRI2:32853398;CollecTRI2:12516771;CollecTRI2:15319167;CollecTRI2:31226272;CollecTRI2:26206900;CollecTRI2:25501823;Col	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TNFSF10	IFN	CollecTRI		Activation	CollecTRI2:17617740;CollecTRI:17617740;CollecTRI:21858676;TRRUST:21858676;CollecTRI2:21858676;CollecTRI:15241475;CollecTRI2:15241475;CollecTRI2:19404407;CollecTRI2:16172134;DoRothEA:21858676;CollecTRI:16172134	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TNFSF13B	IFN	CollecTRI		Activation	CollecTRI2:23271704;CollecTRI2:26590315;CollecTRI:23271704;CollecTRI2:37083495	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TP53	IFN	CollecTRI		Activation	TRRUST:19003964;DoRothEA:19003964;CollecTRI2:7579440;CollecTRI2:19003964;CollecTRI2:9472983;CollecTRI:19003964;CollecTRI:15509808;CollecTRI2:10208842;CollecTRI2:17550137;CollecTRI2:15509808	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TP73	IFN	CollecTRI		Activation	CollecTRI:17725714	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TRAF3IP2	IFN	CollecTRI		Activation	CollecTRI:12759449;CollecTRI2:12759449	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TRIM21	IFN	CollecTRI		Activation	CollecTRI2:23975864;CollecTRI:23975864	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TRIM22	IFN	CollecTRI		Activation	CollecTRI2:20631312;CollecTRI2:23729439;CollecTRI:23659673;CollecTRI:21683060;CollecTRI:20631312;CollecTRI:23729439;TRRUST:23670564;CollecTRI:23670564;CollecTRI2:23670564;TRRUST:23729439;CollecTRI2:21683060;CollecTRI2:23659673;TRRUST:21683060	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TRIM28	IFN	CollecTRI		Activation	CollecTRI:18381204	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	TRIM63	IFN	CollecTRI		Activation	CollecTRI:18641303;CollecTRI:20308629;CollecTRI2:10395927;CollecTRI:10557076;CollecTRI2:11147573;CollecTRI:12672806;CollecTRI:22053985;CollecTRI:11473119;CollecTRI:10934221;CollecTRI:22547704;CollecTRI:12493643;CollecTRI2:24560681;CollecTRI:9795374	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	UGT1A9	IFN	CollecTRI		Activation	CollecTRI:1431317	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	UPP1	IFN	CollecTRI		Activation	CollecTRI:20544543;CollecTRI2:20544543	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	VCAM1	IFN	CollecTRI		Activation	CollecTRI2:34858081;CollecTRI2:22182512;CollecTRI2:28318762;CollecTRI2:19654051;CollecTRI2:7499419;CollecTRI2:38194130;CollecTRI2:9625761;CollecTRI2:14505489;CollecTRI2:18490752;CollecTRI:9625761;CollecTRI2:12115600;CollecTRI2:23085565;CollecTRI:7537851;CollecTRI2:28811527;TRRUST:22182512;CollecTRI2	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	XAF1	IFN	CollecTRI		Activation	CollecTRI2:16530516;CollecTRI:16530516;CollecTRI:19056926;CollecTRI2:24743731;CollecTRI2:30042418;CollecTRI2:35972291;CollecTRI2:35274103;CollecTRI2:19056926	CollecTRI via OmniPath; not a lung ChIP peak
IRF1	APOL2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	BBC3	IFN	DoRothEA	B	Activation	CollecTRI2:32517688;CollecTRI2:19851330;CollecTRI2:25497010;CollecTRI2:20075864;CollecTRI:19851330;CollecTRI2:22021910;CollecTRI2:21817116	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	CASP7	IFN	DoRothEA	A	Activation	DoRothEA:10918594;CollecTRI2:12584735;CollecTRI2:19642896;TRRUST:10918594;CollecTRI2:10918594;CollecTRI:10918594	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	CCL5	IFN	DoRothEA	A	Activation	DoRothEA:10385645;CollecTRI2:32508531;CollecTRI2:10926836;CollecTRI2:11413310;CollecTRI:15860458;CollecTRI2:16707500;CollecTRI:11413310;CollecTRI2:31235522;CollecTRI2:32853398;CollecTRI:10713367;CollecTRI:10926836;CollecTRI2:10713367;CollecTRI:16707500;CollecTRI2:25505250;CollecTRI:10385645;CollecTR	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	CD274	IFN	DoRothEA	B	Activation	CollecTRI2:16413538;CollecTRI2:30956773;CollecTRI2:28123883;CollecTRI2:35289334;CollecTRI2:32696094;CollecTRI2:25465101;CollecTRI:16413538;CollecTRI2:30269996;CollecTRI2:32700091;CollecTRI2:34786183;CollecTRI2:36929753;CollecTRI2:38038129;CollecTRI2:31379842;CollecTRI2:30035369;CollecTRI2:29170499;C	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	CD40	IFN	DoRothEA	A	Activation	CollecTRI2:18694960;CollecTRI2:12426205;CollecTRI2:11781233;CollecTRI2:19433065;TRRUST:18694960;CollecTRI:18694960;DoRothEA:18694960;CollecTRI2:12759449	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	CDK2	IFN	DoRothEA	A	Repression	CollecTRI2:22200613;CollecTRI2:24119616;CollecTRI2:21368870;DoRothEA:22200613;CollecTRI2:12732645;CollecTRI:22200613;TRRUST:22200613;CollecTRI2:16679314;CollecTRI:12732645	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	CEACAM1	IFN	DoRothEA	A	Activation	CollecTRI2:24650050;CollecTRI2:21050451;DoRothEA:21050451;CollecTRI2:31911850;CollecTRI2:29720400;CollecTRI2:8910434;CollecTRI:21050451;HTRIdb:21050451;TRRUST:21050451	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	CIITA	IFN	DoRothEA	A	Activation	CollecTRI2:17395590;TRRUST:11464288;CollecTRI:10202014;CollecTRI:10557076;CollecTRI2:33619341;CollecTRI:10956389;CollecTRI2:12493643;CollecTRI2:35760800;CollecTRI:9916712;CollecTRI2:10505975;CollecTRI:17395590;TRRUST:10557076;CollecTRI2:11953317;TRRUST:10202014;CollecTRI2:11981818;TRRUST:9916712;Col	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	CXCL10	IFN	DoRothEA	A	Activation	CollecTRI2:24838750;CollecTRI2:32508531;CollecTRI2:33689775;CollecTRI2:19541350;CollecTRI:9794404;CollecTRI2:17255201;CollecTRI2:19929594;CollecTRI2:25452308;CollecTRI:9858321;CollecTRI2:28318762;CollecTRI:19541350;CollecTRI:16253303;CollecTRI:19342664;DoRothEA:19342664;CollecTRI:19929594;CollecTRI:	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	CYBB	IFN	DoRothEA	A	Activation	CollecTRI2:11483597;CollecTRI2:9593745;HTRIdb:9593745;TRRUST:9593745;CollecTRI2:10570299;CollecTRI2:11781315;DoRothEA:9593745;CollecTRI:9593745;CollecTRI2:8798551	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	DST	IFN	DoRothEA	A	Repression	CollecTRI2:15560761;DoRothEA:15560761;TRRUST:15560761;CollecTRI:15560761;SIGNOR:15560761	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	EIF2AK2	IFN	DoRothEA	A	Activation	CollecTRI:8622878;CollecTRI2:9333018;CollecTRI2:11694524;CollecTRI2:7543195;CollecTRI2:21389130;TRRUST:8622878;CollecTRI2:19606498;CollecTRI2:8622878;CollecTRI2:9029159;CollecTRI:7543195;DoRothEA:8622878;CollecTRI:9333018	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	ERAP2	IFN	DoRothEA	B	Activation	TRRUST:15691326;DoRothEA:15691326;CollecTRI:15691326;CollecTRI2:15691326	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	ETV6	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	FOXP3	IFN	DoRothEA	A	Repression	CollecTRI:18641303;CollecTRI2:18641303;CollecTRI:21219575;TRRUST:18641303;CollecTRI2:21219575;CollecTRI2:28113084	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	HLA-A	IFN	DoRothEA	A	Activation	DoRothEA:19428110;CollecTRI:19428110;TRRUST:19428110;CollecTRI2:19428110	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	HLA-G	IFN	DoRothEA	A	Activation	CollecTRI2:11087747;TRRUST:11087747;CollecTRI2:11137213;CollecTRI2:19758196;CollecTRI:19758196;CollecTRI:11087747;DoRothEA:11087747;HTRIdb:11087747;CollecTRI2:12183445	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	IFIT2	IFN	DoRothEA	B	Activation	CollecTRI2:31292489;CollecTRI2:34418997	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	IFIT3	IFN	DoRothEA	A	Activation	CollecTRI2:19351818;CollecTRI2:21056555;CollecTRI:19351818;CollecTRI:20137113;DoRothEA:21056555;CollecTRI:21056555;CollecTRI2:20137113;TRRUST:21056555;CollecTRI2:34418997	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	IFNA1	IFN	DoRothEA	A;D	Activation	CollecTRI:7606736;CollecTRI:9078371;CollecTRI:12077266;CollecTRI2:10321737;CollecTRI2:27012395;CollecTRI:11473119;CollecTRI:1371248;CollecTRI:2911367;CollecTRI:8621447;CollecTRI2:17785777;CollecTRI2:1279237;CollecTRI:8062214;CollecTRI2:35933044;CollecTRI:9625761;CollecTRI2:37564646;CollecTRI:1614874	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	IFNB1	IFN	DoRothEA	A	Activation	CollecTRI:12077266;CollecTRI:9707562;CollecTRI2:7843405;CollecTRI2:20709399;CollecTRI2:10377478;CollecTRI:11846971;CollecTRI2:30269029;CollecTRI2:14741697;CollecTRI2:31156620;CollecTRI2:1793735;CollecTRI:22547704;CollecTRI2:9865486;CollecTRI2:18575764;CollecTRI:1793735;CollecTRI2:10848607;CollecTRI2	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	IL10	IFN	DoRothEA	A	Activation	CollecTRI:12817009;CollecTRI2:27176664;CollecTRI:28166218;CollecTRI2:28166218;CollecTRI2:8543815;CollecTRI2:12817009;CollecTRI2:10972849;CollecTRI2:31785814;TRRUST:12817009;PAZAR:12817009	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	IL12A	IFN	DoRothEA	A	Activation	CollecTRI:15240709;CollecTRI:16622221;TRRUST:16622221;CollecTRI:22904313;CollecTRI2:16622221;CollecTRI2:16824573;CollecTRI2:11698437;CollecTRI:16824573;CollecTRI:12517966;CollecTRI:14568984;CollecTRI2:22904313;CollecTRI2:10415056;CollecTRI2:24721577;CollecTRI2:16219795;CollecTRI:16219795;CollecTRI:1	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	IL12B	IFN	DoRothEA	A	Activation	CollecTRI2:26109639;CollecTRI:10861061;CollecTRI2:10657616;DoRothEA:10657616;CollecTRI:17924060;CollecTRI2:24532583;CollecTRI:10657616;CollecTRI2:24012417;CollecTRI2:22464096;CollecTRI:17635610;CollecTRI:12517966;TRRUST:10657616;CollecTRI2:17050603;CollecTRI2:17924060;CollecTRI2:10415056;CollecTRI2:	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	IL15	IFN	DoRothEA	A	Activation	CollecTRI2:17050603;CollecTRI2:12960317;CollecTRI2:11034406;CollecTRI:9490414;CollecTRI2:9490414;CollecTRI2:36165175;CollecTRI2:25964490;CollecTRI2:9500799;CollecTRI2:10906187;CollecTRI:10906187;CollecTRI2:34893528	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	IL27	IFN	DoRothEA	A	Activation	CollecTRI:20083668;CollecTRI:24214980;CollecTRI:26900987;CollecTRI2:17227910;CollecTRI:17548596;TRRUST:20083668;CollecTRI:17684041;CollecTRI2:26900987;CollecTRI2:17985330;CollecTRI2:20435892;CollecTRI2:20083668;CollecTRI:20435892;CollecTRI2:27245409;CollecTRI2:17684041;CollecTRI:17985330;CollecTRI2:	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	IL4	IFN	DoRothEA	A	Activation	CollecTRI:25280793;CollecTRI:19556165;CollecTRI2:25280793;CollecTRI2:12479817;CollecTRI2:21200019;CollecTRI:12479817	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	IL5	IFN	DoRothEA	A	Activation	nan	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	IRF2	IFN	DoRothEA	A	Activation	CollecTRI2:8106512;CollecTRI2:7507207;CollecTRI2:10321737;CollecTRI:8152803;CollecTRI:9054665;CollecTRI2:22805863;CollecTRI:7630638;CollecTRI:1431317;CollecTRI2:9054665;CollecTRI:10321737;CollecTRI:15560761;CollecTRI2:8704165;TRRUST:9054665;CollecTRI:12493643;CollecTRI:7507207	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	NOD1	IFN	DoRothEA	B	Activation	CollecTRI:12813035;CollecTRI2:12813035	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	OGN	IFN	DoRothEA	A	Activation	TRRUST:12835654;CollecTRI:12835654;CollecTRI2:12020827;CollecTRI2:12835654;CollecTRI:12020827;HTRIdb:12020827	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	PLAAT4	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	PSMB10	IFN	DoRothEA	B	Activation	CollecTRI2:18694960;TRRUST:18694960;CollecTRI:18694960;CollecTRI2:10575004;DoRothEA:18694960	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	PSMB9	IFN	DoRothEA	A	Activation	CollecTRI2:9632673;CollecTRI2:10921891;TRRUST:10921891;TRRUST:16703666;CollecTRI:18694960;CollecTRI:16703666;CollecTRI2:14735146;CollecTRI:10764778;CollecTRI:10921891;CollecTRI:14735146;CollecTRI:8885869;CollecTRI2:16703666;CollecTRI2:10764778;CollecTRI:9632673;CollecTRI2:9285409;CollecTRI2:18694960	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	RIGI	IFN	DoRothEA	A	Activation	CollecTRI2:22391244;CollecTRI:22391244;CollecTRI2:35972291;CollecTRI2:36445328;TRRUST:22391244;CollecTRI2:21979142;CollecTRI2:21811588;CollecTRI2:21336305;CollecTRI2:28077651;CollecTRI2:37818799;CollecTRI:17516545;DoRothEA:22391244;CollecTRI2:29019275;CollecTRI2:17516545;CollecTRI:21811588	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	SOCS1	IFN	DoRothEA	A	Activation	CollecTRI2:10820262;CollecTRI:19482358;CollecTRI:20644166;CollecTRI2:37605534;CollecTRI2:20644166;CollecTRI2:19181703;TRRUST:20644166;CollecTRI2:19482358;DoRothEA:20644166;CollecTRI:10820262	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	STAT1	IFN	DoRothEA	B	Activation	CollecTRI2:9333018;CollecTRI2:27328944;CollecTRI2:30558329;DoRothEA:11909852;CollecTRI2:36462334;HTRIdb:11909852;CollecTRI:11909852;CollecTRI2:11909852;CollecTRI2:23837526;CollecTRI2:19404407;CollecTRI2:29893425;CollecTRI2:32964498;CollecTRI2:26460486	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	TAP1	IFN	DoRothEA	A	Activation	CollecTRI2:18694960;CollecTRI2:9632673;TRRUST:18694960;CollecTRI:18694960;CollecTRI:14735146;TRRUST:9632673;CollecTRI2:11888675;CollecTRI2:15778351;CollecTRI:15778351;CollecTRI2:14735146;CollecTRI2:9285409;CollecTRI:8885869;CollecTRI:9632673;DoRothEA:18694960;CollecTRI2:8885869	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	TAP2	IFN	DoRothEA	A	Activation	CollecTRI2:18694960;CollecTRI:11238639;CollecTRI2:11238639;TRRUST:18694960;CollecTRI:18694960;DoRothEA:18694960	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	TNFSF10	IFN	DoRothEA	A	Activation	CollecTRI2:17617740;CollecTRI:17617740;CollecTRI:21858676;TRRUST:21858676;CollecTRI2:21858676;CollecTRI:15241475;CollecTRI2:15241475;CollecTRI2:19404407;CollecTRI2:16172134;DoRothEA:21858676;CollecTRI:16172134	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	TP53	IFN	DoRothEA	A	Activation	TRRUST:19003964;DoRothEA:19003964;CollecTRI2:7579440;CollecTRI2:19003964;CollecTRI2:9472983;CollecTRI:19003964;CollecTRI:15509808;CollecTRI2:10208842;CollecTRI2:17550137;CollecTRI2:15509808	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	ZNFX1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
IRF1	BCL2	IFN	TRRUST_v2		Repression	10918594	curated literature TF-target; not a ChIP peak
IRF1	CASP7	IFN	TRRUST_v2		Activation	10918594	curated literature TF-target; not a ChIP peak
IRF1	CCL5	IFN	TRRUST_v2		Unknown	10385645	curated literature TF-target; not a ChIP peak
IRF1	CCNB1	IFN	TRRUST_v2		Repression	22200613	curated literature TF-target; not a ChIP peak
IRF1	CCNE1	IFN	TRRUST_v2		Repression	22200613	curated literature TF-target; not a ChIP peak
IRF1	CD40	IFN	TRRUST_v2		Activation	18694960	curated literature TF-target; not a ChIP peak
IRF1	CDK1	IFN	TRRUST_v2		Repression	22200613	curated literature TF-target; not a ChIP peak
IRF1	CDK2	IFN	TRRUST_v2		Repression	22200613	curated literature TF-target; not a ChIP peak
IRF1	CDK4	IFN	TRRUST_v2		Repression	22200613	curated literature TF-target; not a ChIP peak
IRF1	CDKN1A	IFN	TRRUST_v2		Repression	12531694	curated literature TF-target; not a ChIP peak
IRF1	CEACAM1	IFN	TRRUST_v2		Activation	21050451	curated literature TF-target; not a ChIP peak
IRF1	CIITA	IFN	TRRUST_v2		Activation	10557076;11464288	curated literature TF-target; not a ChIP peak
IRF1	CXCL10	IFN	TRRUST_v2		Activation	19342664	curated literature TF-target; not a ChIP peak
IRF1	CYBB	IFN	TRRUST_v2		Activation	9593745	curated literature TF-target; not a ChIP peak
