ligand	receptor	classification	directionality	is_ppi	source	version	pair_origin	pathway
ALOX5+ALOX5AP+LTC4S	OXER1	Signaling by Lipoxin/Leukotriene	Ligand-Receptor	False	HMRbase;uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
AMH	ACVR1+AMHR2	Signaling by Muellerian-inhibiting factor	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
AMH	AMHR2+BMPR1A	Signaling by Muellerian-inhibiting factor	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
AMH	AMHR2+BMPR1B	Signaling by Muellerian-inhibiting factor	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ANGPT1	TEK	Signaling by Angiopoietin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ANGPT2	TEK	Signaling by Angiopoietin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ANGPT4	TEK	Signaling by Angiopoietin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ANXA1	FPR1	Signaling by Annexin	Ligand-Receptor	True	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
ANXA1	FPR2	Signaling by Annexin	Ligand-Receptor	True	PMID:22610094;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ANXA1	FPR3	Signaling by Annexin	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APELA	APLNR	Signaling by Apelin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APLN	APLNR	Signaling by Apelin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APLP2	PIGR	Signaling by Amyloid-like protein	Ligand-Receptor	True	Shilts screen - VALIDATED	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
APLP2	PLXNA4	Signaling by Amyloid-like protein	Ligand-Receptor	True	Shilts screen - VALIDATED	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
APOA1	ABCA1	Signaling by Apolipoprotein	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APOA1	AMN+CUBN	Signaling by Apolipoprotein	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APOA1	TREM2+TYROBP	Signaling by Apolipoprotein	Ligand-Receptor	True	uniprot;PMID:27477018	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APOA2	TREM2+TYROBP	Signaling by Apolipoprotein	Ligand-Receptor	True	uniprot;PMID:27477017	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APOB	APOBR	Signaling by Apolipoprotein	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APOB	TREM2+TYROBP	Signaling by Apolipoprotein	Ligand-Receptor	True	uniprot;PMID:27477016	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APOE	TREM2+TYROBP	Signaling by Apolipoprotein	Ligand-Receptor	True	uniprot;PMID:27477015	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APP	CD74	Signaling by Amyloid-beta precursor protein	Ligand-Receptor	True	PMID:19849849	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APP	FPR2	Signaling by Amyloid-beta precursor protein	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APP	PLXNA4	Signaling by Amyloid-beta precursor protein	Ligand-Receptor	True	Shilts screen - VALIDATED	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
APP	SORL1	Signaling by Amyloid-beta precursor protein	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APP	TNFRSF21	Signaling by Amyloid-beta precursor protein	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
APP	TREM2+TYROBP	Signaling by Amyloid-beta precursor protein	Ligand-Receptor	True	uniprot;PMID:27477013	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
AREG	EGFR	Signaling by Epidermal growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ARTN	GFRA1+RET	Signaling by RET receptors	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ARTN	GFRA3+RET	Signaling by RET receptors	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ASIP	MC1R	Signaling by Agouti-related protein	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ASMT	MTNR1A	Signaling by Melatonin	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ASMT	MTNR1B	Signaling by Melatonin	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
AVP	AVPR1A	Signaling by Vasopressin	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
AVP	AVPR1B	Signaling by Vasopressin	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
AVP	AVPR2	Signaling by Vasopressin	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
AVP	OXTR	Signaling by Vasopressin	Ligand-Receptor	True	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
BAG6	NCR3		Ligand-Receptor	True	activating_interaction_from_uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BDNF	NGFR	Signaling by Brain-derived neurotrophic factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BDNF	NTRK2	Signaling by Brain-derived neurotrophic factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BDNF	SORT1	Signaling by Brain-derived neurotrophic factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP10	ACVR2A+ACVRL1	Signaling by BMP	Ligand-Receptor	True	PMID:25136781	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP10	ACVRL1+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP15	BMPR1B+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174;PMID:12419820	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP15+GDF2	ACVR1B+BMPR1B+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:1218020110	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP2	ACVR2A+BMPR1A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP2	ACVR2A+BMPR1B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP2	ACVR2B+BMPR1A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP2	ACVR2B+BMPR1B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP2	BMPR1A+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP2	BMPR1B+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP4	ACVR2A+BMPR1A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP4	ACVR2A+BMPR1B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP4	ACVR2B+BMPR1A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP4	ACVR2B+BMPR1B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP4	BMPR1A+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP4	BMPR1B+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP5	ACVR1+ACVR2A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP5	ACVR1+ACVR2B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP5	ACVR1+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP5	ACVR2A+BMPR1A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP5	ACVR2A+BMPR1B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP5	ACVR2B+BMPR1A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP5	ACVR2B+BMPR1B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP5	BMPR1A+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP5	BMPR1B+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP6	ACVR1+ACVR2A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP6	ACVR1+ACVR2B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP6	ACVR1+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP6	ACVR2A+BMPR1A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP6	ACVR2A+BMPR1B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP6	ACVR2B+BMPR1A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP6	ACVR2B+BMPR1B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP6	BMPR1A+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP6	BMPR1B+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP7	ACVR1+ACVR2A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP7	ACVR1+ACVR2B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP7	ACVR1+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP7	ACVR2A+BMPR1A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP7	ACVR2A+BMPR1B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP7	ACVR2B+BMPR1A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP7	ACVR2B+BMPR1B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP7	BMPR1A+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP7	BMPR1B+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP8A	ACVR1+ACVR2A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP8A	ACVR1+ACVR2B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP8A	ACVR1+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP8A	ACVR2A+BMPR1A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP8A	ACVR2A+BMPR1B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP8A	ACVR2B+BMPR1A	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP8A	ACVR2B+BMPR1B	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP8A	BMPR1A+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMP8A	BMPR1B+BMPR2	Signaling by BMP	Ligand-Receptor	True	PMID:22710174	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BMPR1B+BMPR2	BMPR1A	Signaling by BMP	Receptor-Receptor	True	3evs;_PDB_complex_higher_affinity	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BST2	LILRA4		Ligand-Receptor	True	PMID:19564354	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BTC	EGFR	Signaling by Epidermal growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BTC	ERBB3	Signaling by Betacellulin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BTC	ERBB4	Signaling by Betacellulin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
BTLA	TNFRSF14	Signaling by Tumor necrosis factor	Ligand-Receptor	True	PMID:31204070;uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
C10orf99	GPR15		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
C10orf99	SUSD2		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
C1QL1	ADGRB3	Signaling by Complement	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
C1QL2	ADGRB3	Signaling by Complement	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
C1QL3	ADGRB3	Signaling by Complement	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
C1QL4	ADGRB3	Signaling by Complement	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
C3	C3AR1	Signaling by Complement	Ligand-Receptor	True	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
C3	C5AR2	Signaling by Complement	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
C3	ITGAM+ITGB2	Signaling by Complement	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
C4A	C5AR2	Signaling by Complement	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
C5	C5AR1	Signaling by Complement	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
C5	C5AR2	Signaling by Complement	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CADM1	CADM1	Adhesion by CADM	Adhesion-Adhesion	True	PMID:24503895	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CADM1	NECTIN3	Adhesion by CADM	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CADM3	CADM1	Adhesion by CADM	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CADM3	CADM4	Adhesion by CADM	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CADM3	EPB41L1	Adhesion by CADM	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CADM3	NECTIN3	Adhesion by CADM	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CALCA	CALCR	Signaling by Calcitonin	Ligand-Receptor	True	uniprot;HMRbase;PMID:7476993	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CALCA	CALCRL+RAMP1	Signaling by Calcitonin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CALCB	CALCR	Signaling by Calcitonin	Ligand-Receptor	True	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
CALCB	CALCRL+RAMP1	Signaling by Calcitonin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CBLN1+NRXN1	GRID2		Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
CBR1	PTGFR	Signaling by Prostaglandin	Ligand-Receptor	False	HMRbase;uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCK	CCKAR	Signaling by Cholecystokinin	Ligand-Receptor	True	uniprot;HMRbase;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCK	CCKBR	Signaling by Cholecystokinin	Ligand-Receptor	True	uniprot;HMRbase;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL1	CCR8	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL11	ACKR2	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL11	CCR3	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL11	DPP4	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL13	ACKR2	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL13	CCR2	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL13	CCR3	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL14	ACKR2	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL14	CCR3	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL15	CCR3	Signaling by Chemokines	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL16	CCR2	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL16	CCR8	Signaling by Chemokines	Ligand-Receptor	True	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL16	HRH4	Signaling by Chemokines	Ligand-Receptor	True	PMID:15265943	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL17	CCR4	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL18	CCR8	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL2	ACKR1	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL2	ACKR2	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL2	CCR2	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL20	CCR6	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL22	CCR4	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL22	DPP4	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL23	FPR2	Signaling by Chemokines	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL24	CCR3	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL25	ACKR4	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL25	CCR9	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL26	CCR2	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL26	CCR3	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL27	CCR10	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL28	CCR10	Signaling by Chemokines	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL3L1	CCR3	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL7	ACKR2	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL7	CCR2	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL7	CCR3	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL8	ACKR2	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL8	CCR2	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CCL8	CCR3	Signaling by Chemokines	Ligand-Receptor	True	PMID:24218476	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD160	TNFRSF14	Signaling by Tumor necrosis factor	Adhesion-Adhesion	True	PMID:21959263	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD177	PECAM1		Ligand-Receptor	True	PMID:17580308	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD200	CD200R1		Ligand-Receptor	True	PMID:22020332;also_called_CD200_CD200R	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD226	NECTIN2		Adhesion-Adhesion	True	integrin_activating_interaction_PMID:15607800;NK_cell_cytotoxicity._PMID:24440149	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD24	SELP		Ligand-Receptor	True	PMID:9129046	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD248	IL6R		Ligand-Receptor	True	Shilts screen - VALIDATED	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
CD274	CD80		Ligand-Receptor	True	PMID:17629517;PMID:18585785;PMC3168865	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD274	PDCD1		Ligand-Receptor	True	integrin_antigen_stimulated_T_cells_become_anergic._PMID:23954143	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD276	TREML2		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD320	JAML		Ligand-Receptor	True	Shilts screen - VALIDATED	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
CD34	SELL		Ligand-Receptor	True	PMID:7692600;PMID:8977216	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD34	SELP		Ligand-Receptor	True	PMID:18606703	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD40LG	CD40		Ligand-Receptor	True	Reviewed_in_PMID:23602662	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD40LG	ITGA2B+ITGB3		Ligand-Receptor	True	PMID:11875495	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD40LG	ITGA5+ITGB1		Ligand-Receptor	True	PMC3365732	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
CD44	SELE		Ligand-Receptor	True	PMC4571854	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
