accession	gds_type	entrytype	taxon	n_samples	gpl	pdat	title	summary	suppfile	ftplink	matched_queries
GSE74711		GSE	Homo sapiens	4	4133	2016/04/01	LY75 modulates epithelial to mesenchymal transition and metastatic potential of ovarian cancer cells	Epithelial ovarian cancer (EOC) accounts for 4% of all cancers in women and is the leading cause of death from gynecologic malignancies. It is well established that cancer invasion and metastasis still represent the major causes of the failure of cancer treatment. Previously, we identified the mannose receptor LY75 (DEC205/CD205) gene as notably hypomethylated in high-grade (HG) serous epithelial ovarian tumors, compared to normal ovarian tissues. LY75 has been identified as a putative antigen-uptake receptor, which is expressed abundantly on dendritic cells, which are specialist antigen presenting cells to T lymphocytes for the initiation of an immune response. The implication of LY75 in EOC tumorigenesis is currently unknown. Here we show that LY75 is strongly overexpressed in HG serous EOC tumors as compared to normal ovarian tissue. Importantly, shRNA-mediated LY75 knockout in the mesenchymal EOC cells (SKOV3) led to mesenchymal to epithelial transition (MET), associated with overexpression of epithelial markers E-cadherin and EPCAM and loss of expression of mesenchymal markers Fibronectin, N-cadherin Snail1 and Twist1. In addition, LY75 suppression significantly inhibited EOC cell migration and invasion in vitro. However, LY75 knockdown led to enhanced tumor cell dissemination and significantly increased lethality in vivo, in xenograft model of advanced peritoneal EOC. Thus, our findings indicate that LY75 could play an essential role in the mesenchymal-to-epithelial transition (MET) of EOC cells and support the hypothesis that, while epithelial-to-mesenchymal transition (EMT) enables the invasiveness of tumor cells, a MET-associated epithelial phenotype could be essential for their metastatic colonization.	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74711/	TACSTD2 AND knockdown;TACSTD2 AND knockout;TACSTD2 AND overexpression;TACSTD2 AND shRNA;TROP-2 AND knockdown
GSE75748		GSE	Homo sapiens	1810	16791	2016/07/21	Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors	Human pluripotent stem cells (hPSCs) offer a unique cellular model to study lineage specifications of the primary germ layers during human development. We profiled single-cell RNA-seq (scRNA-seq) on four lineage-specific progenitor cells derived from hESCs. Our scRNA-seq analyses revealed each type of progenitors display various extend of heterogeneity. Specifically, definitive endoderm cells (DECs) not only show a greater degree of heterogeneity, but are also enriched in metabolic signatures. Followed by detailed temporal scRNA-seq profiling along DEC differentiation, we reconstructed a differentiation trajectory using a novel statistical pipeline named Wave-Crest. Wave-Crest further identifies candidate regulators during the transitioning phase from Brachyury (T)+ mesendoderm towards CXCR4+ DEC state. To functionally test identified novel regulators; we generated a live cell monitoring system, a T-2A-EGFP knock-in reporter cell line via CRISPR/CAS9. We demonstrated that, among the top candidate genes, KLF8 plays a pivotal role modulating mesendoderm to DEC differentiation. In this submission, 1810 raw fastq files are provided; 212 are re-analysis from GSE64016. Four expected count matrices are provided - 1) 1018 single cells from snapshot progenitors; 2) 758 single cells from time couse profiling; 3) 19 bulk RNA-seq sample from snapshot progenitors; 4) 15 bulk RNA-seq sample from time course profiling.	CSV	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75748/	TROP2 AND CRISPR
GSE78045		GSE	Mus musculus	150	19057	2016/11/22	p53 is a critical regulator of airway epithelial progenitor cell homeostasis.	How progenitor cells regulate quiescence and differentiation is poorly understood. Here, we demonstrate that the tumor suppressor p53 regulates both proliferation and differentiation of club progenitor cells in the airway epithelium. We show that p53 loss decreases ciliated cell differentiation and increases the proliferative capacity of club progenitors, increasing epithelial cell density. p53 deficient progenitors generated a pseudostratified epithelium containing basal-like cells in vitro and contained an increased proportion of BASCs in vivo, suggesting that p53 suppresses multipotency during homeostasis. Conversely, an additional copy of p53 decreases proliferation and increases ciliated cell differentiation. Using single cell RNA-Seq, we expose heterogeneity within airway epithelial progenitor cells and found that cell cycle regulators, particularly p21, are altered following p53 loss. Together, these findings reveal an essential role for p53 in regulating progenitor cell behavior, which has broad implications in understanding both stem cell and cancer biology	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78045/	Tacstd2 AND deficient
GSE78283		GSE	Mus musculus	2	6246	2016/04/01	Expression data of HDAC3-deficient and sufficient medullary thymic epithelial cells (mTECs)	Medullary thymic epithelial cells play essential role for induction of central self-tolerance by facilitating negative selection of self-reactive thymocytes and the generation of Foxp3+ regulatory T cells. Although studies highlighted the non-canonical NFκB pathway as the key regulator of mTEC development, comprehensive understanding of the molecular pathways regulating this process still remains incomplete. The aim of this study was to analyze the impact of Histone deacetylase 3 (HDAC3), which is highly expressed by mTECs, on mTEC development and function. We used Affymetrix mouse 1ST arrays to analyze the impact of the Hdac3 gene on the gene expression profile of MHC-II medullary thymic epithelial cells	CEL	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78283/	Tacstd2 AND deficient
GSE83114		GSE	Mus musculus	6	17021	2017/02/09	LTβR controls thymic portal endothelial cells for hematopoietic progenitor cell homing and T cell regeneration	Continuous thymic homing of hematopoietic progenitor cells (HPCs) via the blood is critical for normal T cell development. However, the nature and the differentiation program of the specialized thymic endothelial cells (ECs) controlling this process remain poorly understood. Here, using conditional gene-deficient mice, we find that lymphotoxin beta receptor (LTβR) directly controls thymic ECs to guide HPC homing. Interestingly, T cell deficiency or conditional ablation of T-cell-engaged LTβR signaling results in a defect in thymic HPC homing, suggesting the feedback regulation of thymic progenitor homing by thymic products. Furthermore, we identify and characterize a special thymic portal EC population with features that guide HPC homing. LTβR is essential for the differentiation and homeostasis of these thymic portal ECs. Finally, we show that LTβR is required for T cell regeneration upon irradiation-induced thymic injury. Together, these results uncover a cellular and molecular pathway that governs thymic EC differentiation for HPC homing.	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83114/	Tacstd2 AND deficient
GSE84742		GSE	Mus musculus	8	6105	2016/07/23	Claudin-based barrier differentiation in the colonic epithelial crypt niche involves Hopx/Klf4 and Tcf7l2/Hnf4-alpha cascades	Analysis of the complex expression of claudin genes and transcription factors during intestinal epithelial cell differentiation across the crypt-to-surface colonic axis. Characterization of the complex expression gradients of transcription factors Hopx, Hnf4a, Klf4 and Tcfl2 and 12 claudin genes. In vitro confirmatory methods identified two pathways that stimulate claudin expression; Hopx/Klf4 activation of Cldn4, 7 and 15, and Tcf7l2/Hnf4a upregulation of Cldn23. Chromatin Immunoprecipitation confirmed a Tcf7l2/Hnf4a/Claudin23 cascade. Hnf4a conditional knockout mice fail to induce Cldn23 during colonocyte differentiation.	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84742/	CLDN4 AND knockout;Cldn4 AND mouse AND knockout
GSE85099		GSE	Homo sapiens	4	6244	2017/03/09	Gene expression changes in Mammary Luminal Progenitor cells after MEN1 silencing	Female patients with multiple endocrine neoplasia type 1 are at increased risk to develop breast cancer. We analyzed gene expression after silencing of the MEN1 gene in primary human mammary luminal progenitor cells to identify menin target genes involved in mammary tumorigenesis.	CEL	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85099/	TACSTD2 AND shRNA;TACSTD2 AND silencing
GSE85409		GSE	Homo sapiens; Mus musculus	21	6887;10558	2016/08/11	Transcriptional effects of Pentraxin-2 in fibrotic disease of the kidney	Pentraxin-2 (PTX-2) is a constitutive, anti-inflammatory, innate immune plasma protein whose circulating level is decreased in chronic human fibrotic diseases. Recent studies indicate that systemic delivery of recombinant PTX-2 inhibits inflammatory diseases associated with fibrosis by blocking pro-fibrotic macrophage activation and promoting anti-inflammatory and regulatory macrophages. Here we show that recombinant human PTX-2 (rhPTX-2) retards the progression of chronic kidney disease in Col4a3 mutant mice that develop Alport syndrome, reducing blood markers of kidney failure, enhancing lifespan by 20%, and improving histological signs of disease. Exogenously-delivered rhPTX-2 is detected in macrophages but is also found in tubular epithelial cells where it counteracts macrophage activation and is cytoprotective for the epithelium. We performed transcriptional profiling of whole kidney homogenates and human proximal tubule epithelial cells (PTECs) to identify pathways differentially activated or suppressed in response to treatment with PTX-2. Computational analysis of genes regulated by rhPTX-2 identified the transcriptional regulator c-Jun and its binding partners, which form AP-1 complexes, as a central target for the function of rhPTX-2. Accordingly, PTX-2 attenuates c-Jun activation and reduces expression of AP-1 dependent inflammatory genes in both monocytes and epithelium. Our studies therefore identify rhPTX-2 as a potential therapy for chronic fibrotic disease of the kidney and an important inhibitor of pathological c-Jun signaling in this setting.	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85409/	TACSTD2 AND knockout;Tacstd2 AND mouse AND knockout
GSE85997		GSE	Homo sapiens	3	15207	2018/08/01	Differential Gene Expression in a Patient-Derived Xenograft from transduction of cells with shRNA targeting CDK19 and CDK8	When CDK19 was initially discovered, it was assumed that CDK19 played a redundant role to CDK8 because they share 84% amino acid sequence similarity. However, biological clues such as CDK19s different chromosomal location and its more limited tissue distribution suggested a role distinct from CDK8 To investigate whether CDK19 and CDK8 had distinct biological functions in Triple-Negative breast cancer, we knocked down CDK19 and CDK8 in a patient-derived xenograft (PDX-C69) and examined differences in the resulting gene expression.	CEL, CHP	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85997/	TACSTD2 AND shRNA
GSE88762		GSE	Mus musculus	10	11180	2016/10/15	Cell type-specific chromatin states differentially prime squamous cell carcinoma tumor-initiating cells for epithelial to mesenchymal transition [expression 2]	Epithelial to mesenchymal transition (EMT) in cancer cells has been associated with metastasis, stemness and resistance to therapy. The reason why some tumors undergo EMT and other not might reflect intrinsic properties of their cell of origin, although this possibility is largely unexplored. By targeting the same oncogenic mutations to discrete skin compartments, we show cell type-specific chromatin and transcriptional states differentially prime tumors to EMT. Squamous cell carcinomas (SCCs) derived from intrafollicular epidermis (IFE) are generally well-differentiated, while hair follicle (HF) stem cell-derived SCCs frequently exhibit EMT, efficiently form secondary tumors, and possess increased metastatic potential. Transcriptional and epigenomic profiling revealed IFE and HF tumor-initiating cells possess distinct chromatin landscapes and gene regulatory networks associated with tumorigenesis and EMT that correlate with accessibility of key epithelial and EMT transcription factor binding sites. These findings highlight the importance of chromatin states and transcriptional priming in dictating tumor phenotypes and EMT.	CEL, TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88762/	TACSTD2 AND overexpression
