gene	direction	mt_ribo	min_patient_delta	max_patient_delta	GSE123902__n_units	GSE123902__n_high	GSE123902__n_low	GSE123902__patient_delta	GSE123902__sign_up	GSE123902__sign_down	GSE123902__cell_delta	GSE123902__auc	GSE123902__pct_high	GSE123902__pct_low	GSE123902__stat_up	GSE123902__cut_up	GSE123902__stat_down	GSE123902__cut_down	GSE131907__n_units	GSE131907__n_high	GSE131907__n_low	GSE131907__patient_delta	GSE131907__sign_up	GSE131907__sign_down	GSE131907__cell_delta	GSE131907__auc	GSE131907__pct_high	GSE131907__pct_low	GSE131907__stat_up	GSE131907__cut_up	GSE131907__stat_down	GSE131907__cut_down	GSE205335__n_units	GSE205335__n_high	GSE205335__n_low	GSE205335__patient_delta	GSE205335__sign_up	GSE205335__sign_down	GSE205335__cell_delta	GSE205335__auc	GSE205335__pct_high	GSE205335__pct_low	GSE205335__stat_up	GSE205335__cut_up	GSE205335__stat_down	GSE205335__cut_down	GSE189357__n_units	GSE189357__n_high	GSE189357__n_low	GSE189357__patient_delta	GSE189357__sign_up	GSE189357__sign_down	GSE189357__cell_delta	GSE189357__auc	GSE189357__pct_high	GSE189357__pct_low	GSE189357__stat_up	GSE189357__cut_up	GSE189357__stat_down	GSE189357__cut_down
ADA	down	False	-0.046772115	-0.00010980999	12	1167	1167	-0.02393725	0.3333333333333333	0.5833333333333334	-0.0125762917131728	0.501757485375093	0.040274207369323	0.0359897172236503	0.3328667332331934	89	0.0001909299914181	20	19	6076	6076	-0.00010980999	0.5263157894736842	0.4736842105263157	0.000914621151395	0.5036671493970818	0.0592495062541145	0.0516787360105332	0.0372174889911301	674	0.0244431961656856	17	21	7112	7112	-0.046772115	0.238095238095238	0.7619047619047619	-0.0195038112148882	0.5004647735698533	0.0674915635545556	0.0642575928008998	0.2285614382264306	937	9.796713950486004e-19	521	9	3559	3559	-0.011736595	0.1111111111111111	0.8888888888888888	-0.0116904475252886	0.4981363805779995	0.0101152008991289	0.0137679123349255	0.5	1	1.0710778564009774e-05	35
FOXP3	down	False	-0.029673502	-9.907846e-05	12	1167	1167	-0.0042820093	0.1666666666666666	0.25	0.0	0.5	0.0042844901456726	0.0025706940874035	1.0	0	1.0	0	19	6076	6076	-9.907846e-05	0.4210526315789473	0.2631578947368421	-0.0004732410080731	0.5002461686749494	0.0019749835418038	0.0014812376563528	0.251544205034019	20	0.1249691383425232	3	21	7112	7112	-0.029673502	0.238095238095238	0.4285714285714285	-0.0051952455626782	0.4989407389529064	0.0025309336332958	0.0046400449943757	0.9880787542743876	51	7.611312634111901e-07	25	9	3559	3559	-0.0033819368	0.2222222222222222	0.6666666666666666	-0.005181598439482	0.4988727729509087	0.0028097780275358	0.0050576004495644	0.8556071117974675	8	0.0021876746337142	19
SDS	down	False	-0.013911891	-9.878187e-05	12	1167	1167	-0.013911891	0.3333333333333333	0.3333333333333333	-0.0107358263808356	0.4960903568499342	0.0128534704370179	0.0205655526992287	0.9299799781074292	38	0.0034750682743178	21	19	6076	6076	-9.878187e-05	0.4210526315789473	0.2631578947368421	0.0010815862492185	0.501562607671708	0.0055957867017774	0.0024687294272547	0.0017990339109408	44	0.2499794255616821	2	21	7112	7112	-0.004886434	0.3809523809523809	0.2857142857142857	-0.0045526699136241	0.5002662782749034	0.0082958380202474	0.0077334083239595	0.3890027517317164	114	0.0002502976892963	35	9	3559	3559	-0.010361548	0.1111111111111111	0.7777777777777778	-0.0082921833303507	0.4984401745046631	0.0061815116605788	0.0092722674908682	0.937592208786731	7	0.0004547187885713	42
IL21R	down	False	-0.068262175	-8.9279514e-05	12	1167	1167	-0.011499564	0.0833333333333333	0.5	-0.0089832029463188	0.4969736887514328	0.0068551842330762	0.0128534704370179	0.9340159149693396	22	0.0016684605751922	13	19	6076	6076	-8.9279514e-05	0.3157894736842105	0.1578947368421052	0.0	0.5	0.0018104015799868	0.0008229098090849	1.0	0	1.0	0	21	7112	7112	-0.068262175	0.0952380952380952	0.7142857142857143	-0.017499079992802	0.4924547667972887	0.0029527559055118	0.0179977502812148	1.0	77	2.0636875249230785e-31	114	9	3559	3559	-0.01865751	0.1111111111111111	0.8888888888888888	-0.0197501471760286	0.4947775155546359	0.0075864006743467	0.0179825793762292	0.999266353808356	21	1.845560309256281e-07	52
SPON1	down	False	-0.019621622	-6.838032e-05	12	1167	1167	-0.015227146	0.1666666666666666	0.5	-0.0150753027948384	0.4942759652218352	0.0179948586118251	0.0291345329905741	0.937660702770004	4	8.757099475151795e-05	31	19	6076	6076	-6.838032e-05	0.3684210526315789	0.4736842105263157	-0.0007662252692578	0.5013013107831847	0.0149769585253456	0.0123436471362738	0.0755173786638838	142	0.0077990035812221	7	21	7112	7112	-0.002217462	0.5238095238095238	0.3809523809523809	0.0014149822025678	0.5022354642923571	0.014623172103487	0.0101237345331833	0.0092296606269171	176	0.5	3	9	3559	3559	-0.019621622	0.1111111111111111	0.7777777777777778	-0.0105970488417964	0.4971711164292592	0.0078673784771003	0.0134869345321719	0.5	1	1.4014458072723275e-05	58
CD27	down	False	-0.10340968	-6.394632e-05	12	1167	1167	-0.062335383	0.0	0.9166666666666666	-0.0464329031238629	0.4935883174032539	0.0308483290488431	0.0428449014567266	0.950599151277071	86	6.7725433487117415e-06	62	19	6076	6076	-6.394632e-05	0.3684210526315789	0.4736842105263157	0.0003914745767614	0.5016384654373546	0.0083936800526662	0.0051020408163265	0.0173141705323105	82	0.2704258205609967	24	21	7112	7112	-0.10340968	0.0	0.9523809523809524	-0.0301277715940201	0.4905320017910444	0.0122328458942632	0.030933633295838	0.968771969137185	5	1.7788992119543985e-29	175	9	3559	3559	-0.060087815	0.0	1.0	-0.0741775915609528	0.4794593699702387	0.0151728013486934	0.0559145827479629	0.9375526870376878	4	1.9500063597702743e-26	212
SLC38A5	down	False	-0.017251058	-5.204897e-05	12	1167	1167	-0.017251058	0.0	0.6666666666666666	-0.0170714403089491	0.4932722123462338	0.0437017994858611	0.0565552699228791	0.8868193322489684	103	0.000423789088176	42	19	6076	6076	-5.204897e-05	0.3684210526315789	0.3684210526315789	-0.0007669730871653	0.5005685607930446	0.009874917709019	0.0087228439763001	0.2143606957898286	103	0.0897627281495832	9	21	7112	7112	-0.006532324	0.3333333333333333	0.6190476190476191	0.0079653756928612	0.512653076645439	0.0666479190101237	0.0407761529808773	4.049312798175969e-12	764	0.0064486554286941	14	9	3559	3559	-0.013115027	0.3333333333333333	0.6666666666666666	-0.0076381988544119	0.499531479974588	0.0157347569542006	0.0165776903624613	0.6464754679051031	115	0.0001516043100537	27
CEACAM21	down	False	-0.018244544	-5.0977913e-05	12	1167	1167	-0.0028203179	0.0833333333333333	0.25	-0.003310033462979	0.4986933590035605	0.0077120822622107	0.0102827763496143	0.7735393634373341	16	0.0077423282311673	7	19	6076	6076	-5.0977913e-05	0.3684210526315789	0.2105263157894736	0.0006170346557154	0.5009037651672191	0.0055957867017774	0.0037853851217906	0.0456172018623565	51	0.1874485575535474	5	21	7112	7112	-0.018244544	0.0476190476190476	0.6190476190476191	-0.0051986286260842	0.4974610099092647	0.0060461192350956	0.0111079865016872	0.97137360213721	14	1.2883841333607432e-05	108	9	3559	3559	-0.006372446	0.1111111111111111	0.6666666666666666	-0.0081193742081667	0.4974680023599293	0.0030907558302894	0.0081483562798538	0.5	1	0.000643143648731	33
CD300LF	down	False	-0.025898807	-3.4573415e-05	12	1167	1167	-0.018921023	0.3333333333333333	0.5	-0.0158693788649571	0.4960734685425905	0.0119965724078834	0.0197086546700942	0.8751607372481783	3	0.0017618748424575	28	19	6076	6076	-3.4573415e-05	0.5789473684210527	0.2105263157894736	0.0009889787760582	0.5012336604458514	0.0041145490454246	0.0016458196181698	0.0067035477391741	33	0.5	5	21	7112	7112	-0.0015287792	0.4285714285714285	0.238095238095238	0.0002583574788933	0.5009132167499029	0.0026715410573678	0.0008436445444319	0.0072743999380423	25	0.5	1	9	3559	3559	-0.025898807	0.1111111111111111	0.8888888888888888	-0.0274338014619901	0.4922186359415847	0.0098342230963753	0.0252880022478224	0.9997581162799478	12	1.390619528662966e-11	104
CCR4	down	False	-0.011203214	-3.433735e-05	12	1167	1167	-0.011203214	0.1666666666666666	0.3333333333333333	0.0	0.5	0.0034275921165381	0.0068551842330762	1.0	0	1.0	0	19	6076	6076	-3.433735e-05	0.1578947368421052	0.1052631578947368	0.0	0.5	0.0006583278472679	0.0004937458854509	1.0	0	1.0	0	21	7112	7112	-0.010826384	0.0	0.5238095238095238	-0.0028188347467862	0.4981716487667669	0.0002812148481439	0.0039370078740157	0.9999999415426424	24	5.451129273821916e-08	29	9	3559	3559	-0.007536357	0.1111111111111111	0.6666666666666666	-0.006923601665547	0.4988727729509087	0.0016858668165214	0.0039336892385501	0.9794453720463242	20	6.025835526328915e-05	14
RECK	down	False	-0.014736863	-1.3627733e-05	12	1167	1167	-1.3627733e-05	0.5	0.3333333333333333	-0.0083740641821687	0.5072267269946376	0.0479862896315338	0.0325621251071122	0.0364809223699093	94	0.0004067193942175	31	19	6076	6076	-0.0020432058	0.3684210526315789	0.4736842105263157	-0.0068255919963189	0.4966519380799103	0.0350559578670177	0.0416392363396971	0.8750308616574768	3	0.0022383558134065	99	21	7112	7112	-0.003468065	0.4285714285714285	0.4285714285714285	0.0033440732307785	0.5072270772730321	0.046541057367829	0.0317772778402699	3.2782053896988494e-06	557	0.0546257052879747	10	9	3559	3559	-0.014736863	0.0	1.0	-0.0114885849256148	0.4979557068770718	0.0193874683899971	0.0233211576285473	0.8906869464483557	152	0.0014014454007977	72
EOMES	down	False	-0.018564306	-1.2602559e-05	12	1167	1167	-0.013730134	0.0	0.3333333333333333	0.0	0.5	0.0	0.0034275921165381	1.0	0	1.0	0	19	6076	6076	-1.2602559e-05	0.1578947368421052	0.3684210526315789	-0.0019135171813295	0.4990934448488988	0.0027978933508887	0.0046082949308755	0.5	1	0.0105942693301763	16	21	7112	7112	-0.018564306	0.0952380952380952	0.6666666666666666	-0.0171040306104711	0.4928747504178681	0.0272778402699662	0.0413385826771653	0.7500175771637488	2	6.8510372576775686e-09	428	9	3559	3559	-0.0026012433	0.4444444444444444	0.4444444444444444	-0.0027520330478672	0.4998550110326617	0.0030907558302894	0.0033717336330429	0.6614299035152781	23	0.0058292257816364	11
MATK	down	False	-0.07328823	-1.0691583e-05	12	1167	1167	-0.028585255	0.25	0.6666666666666666	-0.0160181557675205	0.4948156567826012	0.0094258783204798	0.0197086546700942	0.8751607372481783	3	0.0006304436621546	18	19	6076	6076	-1.0691583e-05	0.5789473684210527	0.3157894736842105	0.0012850620473879	0.501644627780395	0.0052666227781435	0.0019749835418038	0.0017990339109408	44	0.5	3	21	7112	7112	-0.031840235	0.238095238095238	0.6190476190476191	-0.0113855176306669	0.4972326216973862	0.0192632170978627	0.0246062992125984	0.9872862489276186	312	1.4630447931961781e-13	53	9	3559	3559	-0.07328823	0.0	1.0	-0.0624725483027784	0.4810507748758317	0.0129249789266647	0.0505760044956448	0.9990296000549002	10	1.1619273815103512e-29	199
SYCP3	down	False	-0.0017175756	-7.5264343e-06	12	1167	1167	-0.0013472805	0.4166666666666667	0.4166666666666667	-0.000725256021162	0.5042367623205709	0.0154241645244215	0.0068551842330762	0.0369518126889288	26	0.015524668494537	6	19	6076	6076	-7.5264343e-06	0.3157894736842105	0.3684210526315789	-0.0009263093162533	0.4999166797046496	0.0026333113890717	0.0027978933508887	0.6360129524598589	33	0.1249691383425232	3	21	7112	7112	-0.0017175756	0.4761904761904761	0.2857142857142857	-0.0006015378547595	0.5006279687304273	0.0056242969628796	0.0043588301462317	0.1706300239833893	71	0.0897745326193226	9	9	3559	3559	-0.0014037872	0.3333333333333333	0.5555555555555556	-0.0009676381070397	0.501252557833545	0.0070244450688395	0.0044956448440573	0.104851925208767	41	0.0105652326653112	16
CRYBB1	down	False	-0.0034219231	-1.5832484e-07	12	1167	1167	-0.0022207464	0.0833333333333333	0.3333333333333333	0.0	0.5	0.001713796058269	0.0042844901456726	1.0	0	1.0	0	19	6076	6076	-0.0002996705	0.3157894736842105	0.2105263157894736	-0.0009651404867469	0.5001636745398748	0.0018104015799868	0.0014812376563528	0.4118288902372968	20	0.0312242851274316	5	21	7112	7112	-1.5832484e-07	0.0476190476190476	0.0476190476190476	0.0	0.5	0.0002812148481439	0.0001406074240719	1.0	0	1.0	0	9	3559	3559	-0.0034219231	0.1111111111111111	0.6666666666666666	0.0	0.5	0.0002809778027535	0.0025288002247822	1.0	0	1.0	0
