gene	chrom	start
RGS5	1	163111121
NUF2	1	163266576
PBX1	1	164555584
LRRC52	1	165544000
MGST3	1	165631213
ALDH9A1	1	165662216
TMCO1	1	165724293
UCK2	1	165827614
FAM78B	1	166057426
POGK	1	166839447
TADA1	1	166856510
ILDR2	1	166895711
MAEL	1	166975582
GPA33	1	167052836
POU2F1	1	167220876
CD247	1	167425027
CREG1	1	167529117
RCSD1	1	167630093
MPZL1	1	167721192
ADCY10	1	167809386
MPC2	1	167916675
DCAF6	1	167935783
GPR161	1	168079542
TIPRL	1	168178962
SFT2D2	1	168225938
TBX19	1	168280877
XCL2	1	168540768
XCL1	1	168576605
ATP1B1	1	169105697
NME7	1	169132531
BLZF1	1	169367970
SLC19A2	1	169463909
F5	1	169511951
SELP	1	169588849
C1orf112	1	169662007
SELL	1	169690665
SELE	1	169722640
METTL18	1	169792529
SCYL3	1	169849631
KIFAP3	1	169921326
GORAB	1	170531819
PRRX1	1	170662728
MROH9	1	170935526
FMO3	1	171090901
FMO2	1	171185249
FMO1	1	171248471
FMO4	1	171314183
PRRC2C	1	171485530
VAMP4	1	171700160
METTL13	1	171781660
DNM3	1	171817887
PIGC	1	172370189
SUCO	1	172532349
FASLG	1	172659103
TNFSF4	1	173183731
PRDX6	1	173477330
ANKRD45	1	173608336
KLHL20	1	173714941
CENPL	1	173799550
DARS2	1	173824653
ZBTB37	1	173868082
SERPINC1	1	173903800
RC3H1	1	173931084
RABGAP1L	1	174159410
CACYBP	1	174999163
MRPS14	1	175010789
KIAA0040	1	175156986
TNR	1	175315194
COP1	1	175944831
PAPPA2	1	176463171
ASTN1	1	176857302
BRINP2	1	177170958
RASAL2	1	178094104
CLEC20A	1	178479240
RALGPS2	1	178725165
ANGPTL1	1	178849535
FAM20B	1	179025804
TOR3A	1	179082070
ABL2	1	179099330
SOAT1	1	179293714
AXDND1	1	179365720
TDRD5	1	179591613
TOR1AIP2	1	179839967
TOR1AIP1	1	179882042
CEP350	1	179954674
QSOX1	1	180154869
LHX4	1	180230264
ACBD6	1	180269653
XPR1	1	180632022
KIAA1614	1	180912897
STX6	1	180972712
MR1	1	181033374
IER5	1	181088700
CACNA1E	1	181317690
GLUL	1	182378098
RGSL1	1	182409192
RNASEL	1	182573634
RGS16	1	182598623
NPL	1	182789293
DHX9	1	182839347
LAMC1	1	183023420
LAMC2	1	183186238
NMNAT2	1	183248237
SMG7	1	183472216
NCF2	1	183554461
ARPC5	1	183620846
RGL1	1	183636085
APOBEC4	1	183646275
COLGALT2	1	183929854
TSEN15	1	184051651
C1orf21	1	184387029
EDEM3	1	184690237
RNF2	1	185045526
TRMT1L	1	185118101
SWT1	1	185157080
IVNS1ABP	1	185296388
HMCN1	1	185734391
PRG4	1	186296279
TPR	1	186311652
ODR4	1	186375838
PTGS2	1	186671791
PLA2G4A	1	186828949
BRINP3	1	190097658
RGS18	1	192158462
RGS1	1	192575763
RGS13	1	192636138
RGS2	1	192809039
UCHL5	1	193012250
GLRX2	1	193090866
CDC73	1	193121983
B3GALT2	1	193178730
CFH	1	196651754
CFHR3	1	196774813
ASPM	1	197084121
ZBTB41	1	197153682
CRB1	1	197268204
DENND1B	1	197504748
C1orf53	1	197902630
LHX9	1	197911902
NEK7	1	198156994
PTPRC	1	198638457
NR5A2	1	200027614
ZNF281	1	200404940
KIF14	1	200551497
DDX59	1	200623896
CAMSAP2	1	200738893
INAVA	1	200891048
KIF21B	1	200969390
CACNA1S	1	201039512
TMEM9	1	201134772
PKP1	1	201283452
TNNT2	1	201359008
LAD1	1	201380833
TNNI1	1	201403784
PHLDA3	1	201464278
CSRP1	1	201483530
NAV1	1	201539127
IPO9	1	201829149
SHISA4	1	201888680
TIMM17A	1	201955503
RNPEP	1	201982372
ELF3	1	202007945
GPR37L1	1	202122886
ARL8A	1	202133404
PTPN7	1	202147013
LGR6	1	202193799
UBE2T	1	202331544
PPP1R12B	1	202348699
SYT2	1	202590596
KDM5B	1	202724495
RABIF	1	202878282
KLHL12	1	202891116
ADIPOR1	1	202940826
CYB5R1	1	202961873
TMEM183A	1	203007374
PPFIA4	1	203026491
ADORA1	1	203090654
CHI3L1	1	203178931
CHIT1	1	203212827
BTG2	1	203305491
FMOD	1	203340628
PRELP	1	203475806
ATP2B4	1	203626832
LAX1	1	203765177
ZBED6	1	203795623
ZC3H11A	1	203795623
SNRPE	1	203861599
SOX13	1	204073115
ETNK2	1	204131062
GOLT1A	1	204198163
PLEKHA6	1	204218853
PPP1R15B	1	204396492
PIK3C2B	1	204422628
MDM4	1	204516379
LRRN2	1	204617170
NFASC	1	204828651
CNTN2	1	205042937
TMEM81	1	205083129
RBBP5	1	205086142
DSTYK	1	205142505
TMCC2	1	205227946
NUAK2	1	205302063
KLHDC8A	1	205336061
BLACAT1	1	205434885
CDK18	1	205504596
MFSD4A	1	205568885
ELK4	1	205597556
SLC45A3	1	205657851
NUCKS1	1	205712822
RAB29	1	205767986
SLC41A1	1	205789094
PM20D1	1	205828025
SLC26A9	1	205913048
RAB7B	1	205976740
CTSE	1	206008535
RHEX	1	206053173
FAM72A	1	206186179
SRGAP2	1	206203346
IKBKE	1	206470476
RASSF5	1	206507531
EIF2D	1	206571292
DYRK3	1	206635536
MAPKAPK2	1	206684905
IL10	1	206767602
IL19	1	206770764
IL24	1	206897443
FCMR	1	206903317
PIGR	1	206928522
C1orf116	1	207018522
PFKFB2	1	207034366
YOD1	1	207043849
C4BPB	1	207088860
CD55	1	207321519
CR2	1	207453024
CR1	1	207496147
CR1L	1	207645113
CD46	1	207752037
CD34	1	207880972
PLXNA2	1	208022242
CAMK1G	1	209583714
LAMB3	1	209614870
G0S2	1	209675412
HSD11B1	1	209686178
TRAF3IP3	1	209756032
C1orf74	1	209779208
IRF6	1	209785617
UTP25	1	209827972
SYT14	1	209900923
SERTAD4	1	210232796
HHAT	1	210328252
RCOR3	1	211258377
TRAF5	1	211326615
RD3	1	211476522
SLC30A1	1	211571568
NEK2	1	211658657
LPGAT1	1	211743457
INTS7	1	211940399
DTL	1	212035553
PPP2R5A	1	212285410
NENF	1	212432920
ATF3	1	212565334
BATF3	1	212686417
NSL1	1	212726153
TATDN3	1	212791828
FLVCR1	1	212858275
VASH2	1	212950520
ANGEL2	1	212992182
RPS6KC1	1	213051233
PROX1	1	213983181
SMYD2	1	214281102
PTPN14	1	214348700
CENPF	1	214603185
KCTD3	1	215567304
USH2A	1	215622891
ESRRG	1	216503246
GPATCH2	1	217426992
SPATA17	1	217631324
RRP15	1	218285293
TGFB2	1	218345336
LYPLAL1	1	219173869
ZC3H11B	1	219608012
SLC30A10	1	219685427
BPNT1	1	220057482
IARS2	1	220094132
RAB3GAP2	1	220148293
MARK1	1	220528136
C1orf115	1	220690363
HLX	1	220879431
DUSP10	1	221701424
HHIPL2	1	222522258
TAF1A	1	222557902
MIA3	1	222618097
AIDA	1	222668013
BROX	1	222712553
FAM177B	1	222737202
DISP1	1	222815022
TLR5	1	223109404
SUSD4	1	223220819
CAPN8	1	223538007
CAPN2	1	223701593
TP53BP2	1	223779893
FBXO28	1	224114111
DEGS1	1	224175756
NVL	1	224227334
CNIH4	1	224356858
WDR26	1	224385146
CNIH3	1	224434660
DNAH14	1	224896262
LBR	1	225401502
ENAH	1	225486765
SRP9	1	225777813
EPHX1	1	225810124
TMEM63A	1	225845536
PYCR2	1	225919877
SDE2	1	225982702
ACBD3	1	226144679
MIXL1	1	226223618
LIN9	1	226231149
PARP1	1	226360210
ITPKB	1	226631690
PSEN2	1	226870184
COQ8A	1	226940286
CDC42BPA	1	226989865
ZNF678	1	227563543
SNAP47	1	227728200
JMJD4	1	227730425
WNT9A	1	227918656
WNT3A	1	228006998
ARF1	1	228082708
C1orf35	1	228100726
MRPL55	1	228106679
GUK1	1	228139962
GJC2	1	228149930
IBA57	1	228165804
OBSCN	1	228208044
TRIM11	1	228393673
TRIM17	1	228407935
RNF187	1	228487382
RHOU	1	228735479
RAB4A	1	229271062
CCSAP	1	229321011
ACTA1	1	229430365
NUP133	1	229440259
ABCB10	1	229516582
TAF5L	1	229593134
URB2	1	229626247
GALNT2	1	230057990
PGBD5	1	230314490
COG2	1	230642481
AGT	1	230690776
C1orf198	1	230837119
TTC13	1	230906243
ARV1	1	230978981
FAM89A	1	231018958
C1orf131	1	231223763
GNPAT	1	231241207
EXOC8	1	231332753
SPRTN	1	231337104
EGLN1	1	231363751
TSNAX	1	231528541
DISC1	1	231626790
SIPA1L2	1	232397965
MAP10	1	232805416
NTPCR	1	232950605
PCNX2	1	232983435
MAP3K21	1	233327724
KCNK1	1	233614106
SLC35F3	1	233904676
COA6	1	234373456
TARBP1	1	234391313
IRF2BP2	1	234604269
TOMM20	1	235109341
RBM34	1	235131183
ARID4B	1	235131634
GGPS1	1	235327350
TBCE	1	235367360
B3GALNT2	1	235447190
GNG4	1	235547685
LYST	1	235661041
NID1	1	235975830
GPR137B	1	236142505
ERO1B	1	236214681
EDARADD	1	236348257
LGALS8	1	236518000
HEATR1	1	236549005
ACTN2	1	236664141
MTR	1	236795260
MT1HL1	1	237004103
RYR2	1	237042184
CHRM3	1	239386565
FMN2	1	240014348
GREM2	1	240489573
FH	1	241497511
KMO	1	241532134
OPN3	1	241590102
CHML	1	241628851
WDR64	1	241652278
EXO1	1	241847967
PLD5	1	242082986
CEP170	1	243124428
SDCCAG8	1	243256034
AKT3	1	243488233
ZBTB18	1	244048547
CATSPERE	1	244454377
DESI2	1	244653103
COX20	1	244835616
HNRNPU	1	244840638
EFCAB2	1	244969682
KIF26B	1	245154985
SMYD3	1	245749342
TFB2M	1	246540561
CNST	1	246566444
SCCPDH	1	246724409
AHCTF1	1	246839098
ZNF695	1	246945547
ZNF670	1	247034637
ZNF669	1	247099962
ZNF124	1	247121975
ZNF496	1	247297412
NLRP3	1	247416156
GCSAML	1	247507058
OR2C3	1	247524677
TRIM58	1	247857187
OR2L2	1	248030070
OR2M3	1	248197265
OR2M4	1	248231417
SH3BP5L	1	248810446
ZNF672	1	248838210
ZNF692	1	248850006
PGBD2	1	248906196
FAM110C	2	38814
SH3YL1	2	217730
ACP1	2	264140
ALKAL2	2	279558
TMEM18	2	663877
SNTG2	2	950849
PXDN	2	1631887
MYT1L	2	1789113
EIPR1	2	3188925
TRAPPC12	2	3379675
ADI1	2	3497366
RNASEH1	2	3541430
RPS7	2	3575260
SOX11	2	5692384
CMPK2	2	6840570
RSAD2	2	6865557
RNF144A	2	6917412
ID2	2	8678845
KIDINS220	2	8721081
MBOAT2	2	8852690
ASAP2	2	9206765
ITGB1BP1	2	9403475
CPSF3	2	9423651
IAH1	2	9473658
ADAM17	2	9488486
YWHAQ	2	9583967
TAF1B	2	9843443
GRHL1	2	9951693
KLF11	2	10042849
RRM2	2	10120698
HPCAL1	2	10302889
ODC1	2	10439968
NOL10	2	10562347
ATP6V1C2	2	10721100
PDIA6	2	10783391
C2orf50	2	11133128
ROCK2	2	11179759
E2F6	2	11444375
GREB1	2	11482341
LPIN1	2	11677595
TRIB2	2	12716910
NBAS	2	15166916
DDX1	2	15591178
MYCN	2	15940550
RAD51AP2	2	17510579
VSNL1	2	17539126
SMC6	2	17663812
GEN1	2	17753858
KCNS3	2	17877847
RDH14	2	18554723
OSR1	2	19351485
TTC32	2	19896631
WDR35	2	19910263
MATN3	2	19992052
LAPTM4A	2	20032650
SDC1	2	20200797
PUM2	2	20248691
RHOB	2	20447074
HS1BP3	2	20560448
GDF7	2	20667144
LDAH	2	20684014
APOB	2	21001429
TDRD15	2	21123968
KLHL29	2	23385179
ATAD2B	2	23748664
UBXN2A	2	23927285
MFSD2B	2	24010081
WDCP	2	24029347
FKBP1B	2	24049701
SF3B6	2	24067586
FAM228B	2	24076526
TP53I3	2	24077433
PFN4	2	24114809
FAM228A	2	24175053
ITSN2	2	24202864
NCOA1	2	24491254
PTRHD1	2	24789728
CENPO	2	24793136
ADCY3	2	24819169
DNAJC27	2	24943636
EFR3B	2	25042076
POMC	2	25160853
DNMT3A	2	25227855
DTNB	2	25377198
ASXL2	2	25733753
KIF3C	2	25926598
RAB10	2	26034084
GAREM2	2	26173088
HADHA	2	26190635
HADHB	2	26243170
ADGRF3	2	26308173
SELENOI	2	26308547
DRC1	2	26401920
OTOF	2	26457203
KCNK3	2	26692722
SLC35F6	2	26764284
CENPA	2	26764289
DPYSL5	2	26847747
MAPRE3	2	26970637
TMEM214	2	27032910
AGBL5	2	27042364
OST4	2	27070472
EMILIN1	2	27078615
KHK	2	27086772
ABHD1	2	27123789
PREB	2	27130756
SLC5A6	2	27199587
ATRAID	2	27212041
CAD	2	27217369
SLC30A3	2	27253684
UCN	2	27307400
MPV17	2	27309492
GTF3C2	2	27325849
EIF2B4	2	27364352
SNX17	2	27370496
ZNF513	2	27377235
PPM1G	2	27381195
NRBP1	2	27427790
KRTCAP3	2	27442366
IFT172	2	27444377
FNDC4	2	27491883
C2orf16	2	27537386
ZNF512	2	27582969
CCDC121	2	27625638
GPN1	2	27628247
SUPT7L	2	27650809
SLC4A1AP	2	27663426
MRPL33	2	27771717
RBKS	2	27781379
BABAM2	2	27889941
FOSL2	2	28392448
PLB1	2	28457145
PPP1CB	2	28751640
SPDYA	2	28782517
TRMT61B	2	28849821
WDR43	2	28894667
TOGARAM2	2	28956611
PCARE	2	29060976
CLIP4	2	29097705
YPEL5	2	30146941
LBH	2	30231534
LCLAT1	2	30447226
CAPN13	2	30722771
GALNT14	2	30910467
CAPN14	2	31173056
EHD3	2	31234152
XDH	2	31334321
MEMO1	2	31865060
DPY30	2	31867809
SPAST	2	32063556
SLC30A6	2	32165841
NLRC4	2	32224453
YIPF4	2	32277904
BIRC6	2	32357023
TTC27	2	32628032
LTBP1	2	32946953
RASGRP3	2	33436324
FAM98A	2	33532744
CRIM1	2	36355778
FEZ2	2	36531805
STRN	2	36837698
HEATR5B	2	36968383
GPATCH11	2	37084518
EIF2AK2	2	37099210
CEBPZOS	2	37196488
CEBPZ	2	37201612
NDUFAF7	2	37231631
PRKD3	2	37250502
QPCT	2	37342827
CDC42EP3	2	37641882
RMDN2	2	37923187
CYP1B1	2	38066973
ATL2	2	38293954
HNRNPLL	2	38561969
GALM	2	38666081
SRSF7	2	38743599
GEMIN6	2	38751534
DHX57	2	38797729
MORN2	2	38875976
ARHGEF33	2	38889875
SOS1	2	38962206
CDKL4	2	39168045
MAP4K3	2	39249266
TMEM178A	2	39664982
THUMPD2	2	39736060
SLC8A1	2	40097270
PKDCC	2	42048021
EML4	2	42169353
COX7A2L	2	42333546
KCNG3	2	42442017
MTA3	2	42494569
OXER1	2	42762499
HAAO	2	42767089
ZFP36L2	2	43222402
THADA	2	43230851
PLEKHH2	2	43637260
DYNC2LI1	2	43774039
ABCG8	2	43831942
LRPPRC	2	43886224
PPM1B	2	44167969
SLC3A1	2	44275458
PREPL	2	44316281
CAMKMT	2	44361947
SIX3	2	44941702
SIX2	2	45005182
SRBD1	2	45388680
PRKCE	2	45651345
EPAS1	2	46293667
ATP6V1E2	2	46490750
RHOQ	2	46541806
PIGF	2	46580937
CRIPT	2	46616416
SOCS5	2	46698952
MCFD2	2	46901870
TTC7A	2	46915869
CALM2	2	47160084
EPCAM	2	47345158
MSH2	2	47403067
KCNK12	2	47509290
MSH6	2	47695530
FBXO11	2	47789316
FOXN2	2	48314637
PPP1R21	2	48440598
STON1	2	48529383
NRXN1	2	49918503
ASB3	2	53532672
CHAC2	2	53767804
ERLEC1	2	53787009
GPR75	2	53852912
PSME4	2	53864069
ACYP2	2	53970838
SPTBN1	2	54456317
EML6	2	54723499
RTN4	2	54972187
CLHC1	2	55172547
RPS27A	2	55231903
MTIF2	2	55236595
CCDC88A	2	55287842
CFAP36	2	55519604
PPP4R3B	2	55547292
PNPT1	2	55634061
EFEMP1	2	55865967
VRK2	2	57907629
FANCL	2	58159243
BCL11A	2	60450520
PAPOLG	2	60756253
REL	2	60881491
PUS10	2	60940222
PEX13	2	61017225
C2orf74	2	61145068
USP34	2	61187463
XPO1	2	61476032
FAM161A	2	61824848
CCT4	2	61868085
COMMD1	2	61888724
B3GNT2	2	62196115
TMEM17	2	62500218
EHBP1	2	62673851
OTX1	2	63050057
WDPCP	2	63119559
MDH1	2	63588609
UGP2	2	63840952
VPS54	2	63892146
PELI1	2	64092652
LGALSL	2	64453969
AFTPH	2	64524299
SERTAD2	2	64631621
SLC1A4	2	64988477
CEP68	2	65056354
RAB1A	2	65070696
ACTR2	2	65227788
SPRED2	2	65310851
MEIS1	2	66433452
ETAA1	2	67397322
C1D	2	68041130
PNO1	2	68157888
PPP3R1	2	68178857
CNRIP1	2	68284171
PLEK	2	68365282
FBXO48	2	68459422
APLF	2	68467572
ARHGAP25	2	68679601
GKN2	2	68945232
ANTXR1	2	69013176
GFPT1	2	69319780
NFU1	2	69396113
AAK1	2	69457997
ANXA4	2	69644425
GMCL1	2	69829660
SNRNP27	2	69893956
MXD1	2	69897688
ASPRV1	2	69960089
PCBP1	2	70087477
C2orf42	2	70149885
TIA1	2	70209444
PCYOX1	2	70257386
SNRPG	2	70281362
FAM136A	2	70295976
TGFA	2	70447284
ADD2	2	70607618
CLEC4F	2	70808643
CD207	2	70830211
TEX261	2	70968325
ANKRD53	2	70978380
NAGK	2	71064344
MCEE	2	71109684
MPHOSPH10	2	71130310
PAIP2B	2	71182738
ZNF638	2	71276561
DYSF	2	71453561
CYP26B1	2	72129238
EXOC6B	2	72175984
SPR	2	72887382
EMX1	2	72916260
SFXN5	2	72942036
RAB11FIP5	2	73073382
SMYD5	2	73214222
PRADC1	2	73228010
CCT7	2	73233420
FBXO41	2	73254682
EGR4	2	73290929
ALMS1	2	73385758
TPRKB	2	73729104
DUSP11	2	73761782
STAMBP	2	73828916
ACTG2	2	73892314
DGUOK	2	73926826
TET3	2	73984910
BOLA3	2	74135400
MOB1A	2	74152528
MTHFD2	2	74186172
SLC4A5	2	74216242
DCTN1	2	74361154
C2orf81	2	74414176
WDR54	2	74421678
RTKN	2	74425835
INO80B	2	74455087
WBP1	2	74458400
MOGS	2	74461057
MRPL53	2	74471982
CCDC142	2	74471986
TTC31	2	74483073
LBX2	2	74497517
PCGF1	2	74505043
DQX1	2	74518131
AUP1	2	74526645
HTRA2	2	74529596
LOXL3	2	74532258
DOK1	2	74549026
M1AP	2	74557883
SEMA4F	2	74654228
HK2	2	74834127
POLE4	2	74958643
TACR1	2	75046463
EVA1A	2	75469302
MRPL19	2	75646783
GCFC2	2	75652000
CTNNA2	2	79185231
LRRTM1	2	80288351
SUCLG1	2	84423528
DNAH6	2	84516455
TRABD2A	2	84821650
TMSB10	2	84905656
KCMF1	2	84971093
TCF7L1	2	85133392
TGOLN2	2	85318027
RETSAT	2	85341955
ELMOD3	2	85354394
CAPG	2	85394753
SH2D6	2	85418714
MAT2A	2	85539168
GGCX	2	85544720
VAMP8	2	85561562
VAMP5	2	85584431
RNF181	2	85595725
TMEM150A	2	85598547
USP39	2	85602856
C2orf68	2	85605254
SFTPB	2	85657314
GNLY	2	85685175
ATOH8	2	85751344
ST3GAL5	2	85837120
POLR1A	2	86020216
PTCD3	2	86106223
IMMT	2	86143932
MRPL35	2	86199355
REEP1	2	86213993
KDM3A	2	86440647
CHMP3	2	86503430
RNF103	2	86603398
RMND5A	2	86720291
CD8A	2	86784610
CD8B	2	86815339
RGPD1	2	86913783
PLGLB1	2	87002559
RGPD2	2	87755960
KRCC1	2	88027205
THNSL2	2	88170295
EIF2AK3	2	88556741
RPIA	2	88691673
TEKT4	2	94871430
MAL	2	95025677
MRPS5	2	95085369
ZNF514	2	95122087
ZNF2	2	95165432
PROM2	2	95274449
KCNIP3	2	95297327
FAHD2A	2	95402708
ANKRD36C	2	95836919
GPAT2	2	96021946
ADRA2B	2	96112876
DUSP2	2	96143169
STARD7	2	96184859
TMEM127	2	96248514
CIAO1	2	96266159
SNRNP200	2	96274338
ITPRIPL1	2	96325317
NCAPH	2	96335766
NEURL3	2	96497646
ARID5A	2	96536743
KANSL3	2	96593170
FER1L5	2	96642737
LMAN2L	2	96705929
CNNM4	2	96760902
CNNM3	2	96816245
ANKRD23	2	96824526
ANKRD39	2	96836611
SEMA4C	2	96859718
FAM178B	2	96875882
FAHD2B	2	97083583
ANKRD36	2	97113153
ANKRD36B	2	97492663
COX5B	2	97646062
ACTR1B	2	97655939
C2orf92	2	97664217
ZAP70	2	97713576
TMEM131	2	97756333
VWA3B	2	98087116
INPP4A	2	98444854
COA5	2	98599314
UNC50	2	98608579
MGAT4A	2	98619106
TSGA10	2	98997261
C2orf15	2	99141707
LIPT1	2	99154955
MITD1	2	99161427
MRPL30	2	99181152
LYG1	2	99284238
TXNDC9	2	99318982
EIF5B	2	99337371
REV1	2	99400475
AFF3	2	99545419
LONRF2	2	100271875
CHST10	2	100391860
PDCL3	2	100562993
NPAS2	2	100820139
RPL31	2	101002229
TBC1D8	2	101007228
CNOT11	2	101252886
RNF149	2	101271219
CREG2	2	101345550
RFX8	2	101397359
MAP4K4	2	101696850
IL1R2	2	101991960
IL1R1	2	102064544
IL1RL2	2	102187006
IL1RL1	2	102311502
IL18R1	2	102311529
IL18RAP	2	102418689
SLC9A2	2	102619553
MFSD9	2	102714630
TMEM182	2	102736905
MRPS9	2	105038069
TGFBRAP1	2	105264391
C2orf49	2	105337532
FHL2	2	105357712
NCK2	2	105744912
UXS1	2	106093308
RGPD3	2	106391290
CD8B2	2	106487364
ST6GAL2	2	106801600
RGPD4	2	107826892
SULT1C2	2	108288639
SULT1C4	2	108377911
GCC2	2	108449107
LIMS1	2	108533671
RANBP2	2	108719482
CCDC138	2	108786757
EDAR	2	108894471
SH3RF3	2	109129205
SOWAHC	2	109614364
RGPD5	2	109792758
MALL	2	110083870
NPHP1	2	110122311
MTLN	2	110211529
BUB1	2	110637528
ACOXL	2	110732539
BCL2L11	2	111119378
ANAPC1	2	111611639
MERTK	2	111898607
TMEM87B	2	112055269
FBLN7	2	112138385
ZC3H8	2	112211529
ZC3H6	2	112275597
RGPD8	2	112368369
TTL	2	112482156
POLR1B	2	112541915
CHCHD5	2	112584240
SLC20A1	2	112645939
NT5DC4	2	112721020
CKAP2L	2	112736349
IL1A	2	112773925
IL1B	2	112829751
IL36G	2	112973203
IL1RN	2	113099315
PSD4	2	113157325
PAX8	2	113215997
RABL2A	2	113627229
SLC35F5	2	113705011
ACTR3	2	113890063
DDX18	2	117814691
CCDC93	2	117915478
INSIG2	2	118088452
MARCO	2	118942194
STEAP3	2	119223831
C2orf76	2	119302225
DBI	2	119366924
TMEM37	2	119429901
SCTR	2	119439843
CFAP221	2	119544432
TMEM177	2	119679167
PTPN4	2	119759922
EPB41L5	2	120013077
TMEM185B	2	120217479
RALB	2	120240064
INHBB	2	120346136
GLI2	2	120735623
TFCP2L1	2	121216587
CLASP1	2	121337776
NIFK	2	121726945
TSN	2	121737103
GYPC	2	126656133
BIN1	2	127048027
CYP27C1	2	127183832
ERCC3	2	127257290
MAP3K2	2	127298668
PROC	2	127418427
IWS1	2	127436207
MYO7B	2	127535683
LIMS2	2	127638381
WDR33	2	127701027
SFT2D3	2	127701497
POLR2D	2	127843553
AMMECR1L	2	127861630
SAP130	2	127941217
UGGT1	2	128091200
HS6ST1	2	128236716
RAB6C	2	129979666
CCDC74B	2	130139287
SMPD4	2	130151392
MZT2B	2	130181737
CCDC115	2	130337933
IMP4	2	130342877
PTPN18	2	130356045
POTEI	2	130459455
AMER3	2	130755540
ARHGEF4	2	130836914
FAM168B	2	131047876
PLEKHB2	2	131104847
POTEE	2	131209536
RAB6D	2	131360492
MZT2A	2	131464900
CCDC74A	2	131527675
GPR39	2	132416805
NCKAP5	2	132671788
MGAT5	2	134119983
TMEM163	2	134455759
CCNT2	2	134918235
MAP3K19	2	134964485
RAB3GAP1	2	135052289
ZRANB3	2	135136916
R3HDM1	2	135531455
UBXN4	2	135741734
MCM6	2	135839626
CXCR4	2	136114349
THSD7B	2	136765545
HNMT	2	137964020
SPOPL	2	138501770
LRP1B	2	140231423
KYNU	2	142877657
ARHGAP15	2	143091362
GTDC1	2	143938068
ZEB2	2	144364364
ACVR2A	2	147844517
ORC4	2	147930396
MBD5	2	148021011
EPC2	2	148644440
KIF5C	2	148875227
LYPD6B	2	149038107
MMADHC	2	149569637
RND3	2	150468195
RBM43	2	151247940
NMI	2	151270470
TNFAIP6	2	151357592
RIF1	2	151409883
NEB	2	151485336
ARL5A	2	151788984
CACNB4	2	151832771
STAM2	2	152116801
FMNL2	2	152335174
PRPF40A	2	152651593
ARL6IP6	2	152717647
RPRM	2	153477338
GALNT13	2	153871922
KCNJ3	2	154697855
NR4A2	2	156324437
GPD2	2	156435290
GALNT5	2	157257705
ERMN	2	157318631
CYTIP	2	157414619
ACVR1C	2	157526767
ACVR1	2	157736251
UPP2	2	157876702
CCDC148	2	158171073
PKP4	2	158456952
TANC1	2	158968640
WDSUB1	2	159235798
BAZ2B	2	159318979
CD302	2	159768628
LY75	2	159803355
PLA2R1	2	159932006
ITGB6	2	160099667
RBMS1	2	160272151
TANK	2	161136908
PSMD14	2	161308425
TBR1	2	161416297
SLC4A10	2	161424332
DPP4	2	161992245
FAP	2	162170684
IFIH1	2	162267074
GCA	2	162318840
FIGN	2	163593396
GRB14	2	164492417
COBLL1	2	164653624
SLC38A11	2	164894354
SCN3A	2	165087526
SCN2A	2	165194993
CSRNP3	2	165469647
GALNT3	2	165747588
TTC21B	2	165857475
SCN1A	2	165984641
SCN9A	2	166195185
SCN7A	2	166403573
XIRP2	2	166888480
B3GALT1	2	167293001
STK39	2	167954020
CERS6	2	168456249
NOSTRIN	2	168786539
SPC25	2	168834132
ABCB11	2	168915498
DHRS9	2	169064789
LRP2	2	169127109
BBS5	2	169479480
KLHL41	2	169509702
FASTKD1	2	169528508
PPIG	2	169584342
PHOSPHO2	2	169694454
KLHL23	2	169694488
SSB	2	169791933
METTL5	2	169810081
UBR3	2	169827454
MYO3B	2	170178145
SP5	2	170715337
ERICH2	2	170766878
GAD1	2	170813213
GORASP2	2	170928464
TLK1	2	170990823
METTL8	2	171315746
DCAF17	2	171434217
CYBRD1	2	171522247
DYNC1I2	2	171687409
SLC25A12	2	171783405
HAT1	2	171922448
METAP1D	2	171999943
DLX2	2	172099438
ITGA6	2	172427354
PDK1	2	172555373
RAPGEF4	2	172735274
MAP3K20	2	173075435
CDCA7	2	173354820
SP3	2	173880850
OLA1	2	174072447
CIR1	2	174348022
SCRN3	2	174395730
GPR155	2	174431571
WIPF1	2	174559572
CHRNA1	2	174747592
CHN1	2	174798809
ATF2	2	175072250
ATP5MC3	2	175176258
LNPK	2	175923882
HOXD11	2	176104216
HOXD8	2	176129694
HOXD1	2	176188668
MTX2	2	176269395
HNRNPA3	2	177212694
NFE2L2	2	177218667
AGPS	2	177392746
TTC30B	2	177548998
TTC30A	2	177612999
PDE11A	2	177623244
RBM45	2	178112424
OSBPL6	2	178194481
PRKRA	2	178431292
PJVK	2	178451346
FKBP7	2	178463664
PLEKHA3	2	178480457
TTN	2	178525989
CCDC141	2	178829757
SESTD1	2	179101678
ZNF385B	2	179441982
CWC22	2	179944876
UBE2E3	2	180967248
ITGA4	2	181457202
CERKL	2	181535041
NEUROD1	2	181668295
ITPRID2	2	181891730
PPP1R1C	2	181954241
PDE1A	2	182139968
DNAJC10	2	182716255
FRZB	2	182833275
NCKAP1	2	182909115
DUSP19	2	183078559
NUP35	2	183117513
ZNF804A	2	184598529
FSIP2	2	185738804
ZC3H15	2	186486253
ITGAV	2	186590010
FAM171B	2	186694060
CALCRL	2	187341964
TFPI	2	187464230
GULP1	2	188291669
COL3A1	2	188974373
COL5A2	2	189031898
WDR75	2	189441446
SLC40A1	2	189560590
ASNSD1	2	189661385
ANKAR	2	189674290
